Asset,Horizon,Model,Feature,Rank
GSPC,cum10,LGB,surp_newhomesales,0
GSPC,cum10,LGB,surp_consconfid,0
GSPC,cum10,LGB,surp_avghourlyearnings,0
GSPC,cum10,LGB,surp_cpi,0
GSPC,cum10,LGB,surp_tradebal,0
GSPC,cum10,LGB,surp_indprod,0
GSPC,cum10,LGB,surp_fedratedec,0
GSPC,cum10,RF,VIXCLS,1
GSPC,cum10,RF,surp_nfp,0
GSPC,cum10,RF,surp_unemp,0
GSPC,cum10,RF,surp_corecpi,0
GSPC,cum10,RF,surp_gdp,0
GSPC,cum10,RF,surp_retsales,0
GSPC,cum10,RF,surp_ism_pmi,0
GSPC,cum10,RF,surp_dgorders,0
GSPC,cum10,RF,surp_newhomesales,0
GSPC,cum10,RF,surp_consconfid,0
GSPC,cum10,RF,surp_avghourlyearnings,0
GSPC,cum10,RF,surp_cpi,0
GSPC,cum10,RF,surp_tradebal,0
GSPC,cum10,RF,surp_indprod,0
GSPC,cum10,RF,surp_fedratedec,0
GSPC,cum15,LGB,VIXCLS,1
GSPC,cum15,LGB,surp_nfp,0
GSPC,cum15,LGB,surp_unemp,0
GSPC,cum15,LGB,surp_corecpi,0
GSPC,cum15,LGB,surp_gdp,0
GSPC,cum15,LGB,surp_retsales,0
GSPC,cum15,LGB,surp_ism_pmi,0
GSPC,cum15,LGB,surp_dgorders,0
GSPC,cum15,LGB,surp_newhomesales,0
GSPC,cum15,LGB,surp_consconfid,0
GSPC,cum15,LGB,surp_avghourlyearnings,0
GSPC,cum15,LGB,surp_cpi,0
GSPC,cum15,LGB,surp_tradebal,0
GSPC,cum15,LGB,surp_indprod,0
GSPC,cum15,LGB,surp_fedratedec,0
GSPC,cum15,RF,VIXCLS,10
GSPC,cum15,RF,surp_ism_pmi,9
GSPC,cum15,RF,surp_consconfid,8
GSPC,cum15,RF,surp_nfp,7
GSPC,cum15,RF,surp_tradebal,6
GSPC,cum15,RF,surp_dgorders,5
GSPC,cum15,RF,surp_retsales,4
GSPC,cum15,RF,surp_newhomesales,3
GSPC,cum15,RF,surp_indprod,2
GSPC,cum15,RF,surp_avghourlyearnings,1
GSPC,cum15,RF,surp_unemp,0
GSPC,cum15,RF,surp_corecpi,0
GSPC,cum15,RF,surp_gdp,0
GSPC,cum15,RF,surp_cpi,0
GSPC,cum15,RF,surp_fedratedec,0
GSPC,cum3,LGB,VIXCLS,1
GSPC,cum3,LGB,surp_nfp,0
GSPC,cum3,LGB,surp_unemp,0
GSPC,cum3,LGB,surp_corecpi,0
GSPC,cum3,LGB,surp_gdp,0
GSPC,cum3,LGB,surp_retsales,0
GSPC,cum3,LGB,surp_ism_pmi,0
GSPC,cum3,LGB,surp_dgorders,0
GSPC,cum3,LGB,surp_newhomesales,0
GSPC,cum3,LGB,surp_consconfid,0
GSPC,cum3,LGB,surp_avghourlyearnings,0
GSPC,cum3,LGB,surp_cpi,0
GSPC,cum3,LGB,surp_tradebal,0
GSPC,cum3,LGB,surp_indprod,0
GSPC,cum3,LGB,surp_fedratedec,0
GSPC,cum3,RF,VIXCLS,1
GSPC,cum3,RF,surp_nfp,0
GSPC,cum3,RF,surp_unemp,0
GSPC,cum3,RF,surp_corecpi,0
GSPC,cum3,RF,surp_gdp,0
GSPC,cum3,RF,surp_retsales,0
GSPC,cum3,RF,surp_ism_pmi,0
GSPC,cum3,RF,surp_dgorders,0
GSPC,cum3,RF,surp_newhomesales,0
GSPC,cum3,RF,surp_consconfid,0
GSPC,cum3,RF,surp_avghourlyearnings,0
GSPC,cum3,RF,surp_cpi,0
GSPC,cum3,RF,surp_tradebal,0
GSPC,cum3,RF,surp_indprod,0
GSPC,cum3,RF,surp_fedratedec,0
GSPC,cum5,LGB,VIXCLS,1
GSPC,cum5,LGB,surp_nfp,0
GSPC,cum5,LGB,surp_unemp,0
GSPC,cum5,LGB,surp_corecpi,0
GSPC,cum5,LGB,surp_gdp,0
GSPC,cum5,LGB,surp_retsales,0
GSPC,cum5,LGB,surp_ism_pmi,0
GSPC,cum5,LGB,surp_dgorders,0
GSPC,cum5,LGB,surp_newhomesales,0
GSPC,cum5,LGB,surp_consconfid,0
GSPC,cum5,LGB,surp_avghourlyearnings,0
GSPC,cum5,LGB,surp_cpi,0
GSPC,cum5,LGB,surp_tradebal,0
GSPC,cum5,LGB,surp_indprod,0
GSPC,cum5,LGB,surp_fedratedec,0
GSPC,cum5,RF,VIXCLS,1
GSPC,cum5,RF,surp_nfp,0
GSPC,cum5,RF,surp_unemp,0
GSPC,cum5,RF,surp_corecpi,0
GSPC,cum5,RF,surp_gdp,0
GSPC,cum5,RF,surp_retsales,0
GSPC,cum5,RF,surp_ism_pmi,0
GSPC,cum5,RF,surp_dgorders,0
GSPC,cum5,RF,surp_newhomesales,0
GSPC,cum5,RF,surp_consconfid,0
GSPC,cum5,RF,surp_avghourlyearnings,0
GSPC,cum5,RF,surp_cpi,0
GSPC,cum5,RF,surp_tradebal,0
GSPC,cum5,RF,surp_indprod,0
GSPC,cum5,RF,surp_fedratedec,0
GSPC,spot,LGB,VIXCLS,15
GSPC,spot,LGB,surp_nfp,14
GSPC,spot,LGB,surp_unemp,13
GSPC,spot,LGB,surp_corecpi,12
GSPC,spot,LGB,surp_gdp,11
GSPC,spot,LGB,surp_retsales,10
GSPC,spot,LGB,surp_ism_pmi,9
GSPC,spot,LGB,surp_dgorders,8
GSPC,spot,LGB,surp_newhomesales,7
GSPC,spot,LGB,surp_consconfid,6
GSPC,spot,LGB,surp_avghourlyearnings,5
GSPC,spot,LGB,surp_cpi,4
GSPC,spot,LGB,surp_tradebal,3
GSPC,spot,LGB,surp_indprod,2
GSPC,spot,LGB,surp_fedratedec,1
GSPC,spot,RF,VIXCLS,15
GSPC,spot,RF,surp_tradebal,14
GSPC,spot,RF,surp_dgorders,13
GSPC,spot,RF,surp_consconfid,12
GSPC,spot,RF,surp_newhomesales,11
GSPC,spot,RF,surp_nfp,10
GSPC,spot,RF,surp_retsales,9
GSPC,spot,RF,surp_ism_pmi,8
GSPC,spot,RF,surp_indprod,7
GSPC,spot,RF,surp_unemp,6
GSPC,spot,RF,surp_avghourlyearnings,5
GSPC,spot,RF,surp_cpi,4
GSPC,spot,RF,surp_corecpi,3
GSPC,spot,RF,surp_gdp,2
GSPC,spot,RF,surp_fedratedec,1
JPYUSD,cum10,LGB,VIXCLS,10
JPYUSD,cum10,LGB,surp_tradebal,9
JPYUSD,cum10,LGB,surp_ism_pmi,8
JPYUSD,cum10,LGB,surp_nfp,7
JPYUSD,cum10,LGB,surp_dgorders,6
JPYUSD,cum10,LGB,surp_consconfid,5
JPYUSD,cum10,LGB,surp_retsales,4
JPYUSD,cum10,LGB,surp_newhomesales,3
JPYUSD,cum10,LGB,surp_indprod,2
JPYUSD,cum10,LGB,surp_unemp,1
JPYUSD,cum10,LGB,surp_corecpi,0
JPYUSD,cum10,LGB,surp_gdp,0
JPYUSD,cum10,LGB,surp_avghourlyearnings,0
JPYUSD,cum10,LGB,surp_cpi,0
JPYUSD,cum10,LGB,surp_fedratedec,0
JPYUSD,cum10,RF,VIXCLS,10
JPYUSD,cum10,RF,surp_newhomesales,9
JPYUSD,cum10,RF,surp_nfp,8
JPYUSD,cum10,RF,surp_tradebal,7
JPYUSD,cum10,RF,surp_dgorders,6
JPYUSD,cum10,RF,surp_ism_pmi,5
JPYUSD,cum10,RF,surp_retsales,4
JPYUSD,cum10,RF,surp_consconfid,3
JPYUSD,cum10,RF,surp_indprod,2
JPYUSD,cum10,RF,surp_corecpi,1
JPYUSD,cum10,RF,surp_unemp,0
JPYUSD,cum10,RF,surp_gdp,0
JPYUSD,cum10,RF,surp_avghourlyearnings,0
JPYUSD,cum10,RF,surp_cpi,0
JPYUSD,cum10,RF,surp_fedratedec,0
JPYUSD,cum15,LGB,VIXCLS,10
JPYUSD,cum15,LGB,surp_tradebal,9
JPYUSD,cum15,LGB,surp_nfp,8
JPYUSD,cum15,LGB,surp_ism_pmi,7
JPYUSD,cum15,LGB,surp_newhomesales,6
JPYUSD,cum15,LGB,surp_consconfid,5
JPYUSD,cum15,LGB,surp_retsales,4
JPYUSD,cum15,LGB,surp_dgorders,3
JPYUSD,cum15,LGB,surp_indprod,2
JPYUSD,cum15,LGB,surp_unemp,1
JPYUSD,cum15,LGB,surp_corecpi,0
JPYUSD,cum15,LGB,surp_gdp,0
JPYUSD,cum15,LGB,surp_avghourlyearnings,0
JPYUSD,cum15,LGB,surp_cpi,0
JPYUSD,cum15,LGB,surp_fedratedec,0
JPYUSD,cum15,RF,VIXCLS,10
JPYUSD,cum15,RF,surp_newhomesales,9
JPYUSD,cum15,RF,surp_dgorders,8
JPYUSD,cum15,RF,surp_indprod,7
JPYUSD,cum15,RF,surp_retsales,6
JPYUSD,cum15,RF,surp_nfp,5
JPYUSD,cum15,RF,surp_tradebal,4
JPYUSD,cum15,RF,surp_ism_pmi,3
JPYUSD,cum15,RF,surp_consconfid,2
JPYUSD,cum15,RF,surp_corecpi,1
JPYUSD,cum15,RF,surp_unemp,0
JPYUSD,cum15,RF,surp_gdp,0
JPYUSD,cum15,RF,surp_avghourlyearnings,0
JPYUSD,cum15,RF,surp_cpi,0
JPYUSD,cum15,RF,surp_fedratedec,0
JPYUSD,cum3,LGB,VIXCLS,10
JPYUSD,cum3,LGB,surp_tradebal,9
JPYUSD,cum3,LGB,surp_ism_pmi,8
JPYUSD,cum3,LGB,surp_nfp,7
JPYUSD,cum3,LGB,surp_consconfid,6
JPYUSD,cum3,LGB,surp_newhomesales,5
JPYUSD,cum3,LGB,surp_retsales,4
JPYUSD,cum3,LGB,surp_dgorders,3
JPYUSD,cum3,LGB,surp_indprod,2
JPYUSD,cum3,LGB,surp_unemp,1
JPYUSD,cum3,LGB,surp_corecpi,0
JPYUSD,cum3,LGB,surp_gdp,0
JPYUSD,cum3,LGB,surp_avghourlyearnings,0
JPYUSD,cum3,LGB,surp_cpi,0
JPYUSD,cum3,LGB,surp_fedratedec,0
JPYUSD,cum3,RF,VIXCLS,10
JPYUSD,cum3,RF,surp_ism_pmi,9
JPYUSD,cum3,RF,surp_consconfid,8
JPYUSD,cum3,RF,surp_retsales,7
JPYUSD,cum3,RF,surp_newhomesales,6
JPYUSD,cum3,RF,surp_nfp,5
JPYUSD,cum3,RF,surp_tradebal,4
JPYUSD,cum3,RF,surp_dgorders,3
JPYUSD,cum3,RF,surp_indprod,2
JPYUSD,cum3,RF,surp_avghourlyearnings,1
JPYUSD,cum3,RF,surp_unemp,0
JPYUSD,cum3,RF,surp_corecpi,0
JPYUSD,cum3,RF,surp_gdp,0
JPYUSD,cum3,RF,surp_cpi,0
JPYUSD,cum3,RF,surp_fedratedec,0
JPYUSD,cum5,LGB,VIXCLS,2
JPYUSD,cum5,LGB,surp_nfp,1
JPYUSD,cum5,LGB,surp_unemp,0
JPYUSD,cum5,LGB,surp_corecpi,0
JPYUSD,cum5,LGB,surp_gdp,0
JPYUSD,cum5,LGB,surp_retsales,0
JPYUSD,cum5,LGB,surp_ism_pmi,0
JPYUSD,cum5,LGB,surp_dgorders,0
JPYUSD,cum5,LGB,surp_newhomesales,0
JPYUSD,cum5,LGB,surp_consconfid,0
JPYUSD,cum5,LGB,surp_avghourlyearnings,0
JPYUSD,cum5,LGB,surp_cpi,0
JPYUSD,cum5,LGB,surp_tradebal,0
JPYUSD,cum5,LGB,surp_indprod,0
JPYUSD,cum5,LGB,surp_fedratedec,0
JPYUSD,cum5,RF,VIXCLS,10
JPYUSD,cum5,RF,surp_ism_pmi,9
JPYUSD,cum5,RF,surp_consconfid,8
JPYUSD,cum5,RF,surp_nfp,7
JPYUSD,cum5,RF,surp_avghourlyearnings,6
JPYUSD,cum5,RF,surp_dgorders,5
JPYUSD,cum5,RF,surp_unemp,4
JPYUSD,cum5,RF,surp_tradebal,3
JPYUSD,cum5,RF,surp_newhomesales,2
JPYUSD,cum5,RF,surp_retsales,1
JPYUSD,cum5,RF,surp_corecpi,0
JPYUSD,cum5,RF,surp_gdp,0
JPYUSD,cum5,RF,surp_cpi,0
JPYUSD,cum5,RF,surp_indprod,0
JPYUSD,cum5,RF,surp_fedratedec,0
JPYUSD,spot,LGB,VIXCLS,15
JPYUSD,spot,LGB,surp_nfp,14
JPYUSD,spot,LGB,surp_unemp,13
JPYUSD,spot,LGB,surp_corecpi,12
JPYUSD,spot,LGB,surp_gdp,11
JPYUSD,spot,LGB,surp_retsales,10
JPYUSD,spot,LGB,surp_ism_pmi,9
JPYUSD,spot,LGB,surp_dgorders,8
JPYUSD,spot,LGB,surp_newhomesales,7
JPYUSD,spot,LGB,surp_consconfid,6
JPYUSD,spot,LGB,surp_avghourlyearnings,5
JPYUSD,spot,LGB,surp_cpi,4
JPYUSD,spot,LGB,surp_tradebal,3
JPYUSD,spot,LGB,surp_indprod,2
JPYUSD,spot,LGB,surp_fedratedec,1
JPYUSD,spot,RF,VIXCLS,15
JPYUSD,spot,RF,surp_nfp,14
JPYUSD,spot,RF,surp_unemp,13
JPYUSD,spot,RF,surp_corecpi,12
JPYUSD,spot,RF,surp_gdp,11
JPYUSD,spot,RF,surp_retsales,10
JPYUSD,spot,RF,surp_ism_pmi,9
JPYUSD,spot,RF,surp_dgorders,8
JPYUSD,spot,RF,surp_newhomesales,7
JPYUSD,spot,RF,surp_consconfid,6
JPYUSD,spot,RF,surp_avghourlyearnings,5
JPYUSD,spot,RF,surp_cpi,4
JPYUSD,spot,RF,surp_tradebal,3
JPYUSD,spot,RF,surp_indprod,2
JPYUSD,spot,RF,surp_fedratedec,1
RUT,cum10,LGB,VIXCLS,1
RUT,cum10,LGB,surp_nfp,0
RUT,cum10,LGB,surp_unemp,0
RUT,cum10,LGB,surp_corecpi,0
RUT,cum10,LGB,surp_gdp,0
RUT,cum10,LGB,surp_retsales,0
RUT,cum10,LGB,surp_ism_pmi,0
RUT,cum10,LGB,surp_dgorders,0
RUT,cum10,LGB,surp_newhomesales,0
RUT,cum10,LGB,surp_consconfid,0
RUT,cum10,LGB,surp_avghourlyearnings,0
RUT,cum10,LGB,surp_cpi,0
RUT,cum10,LGB,surp_tradebal,0
RUT,cum10,LGB,surp_indprod,0
RUT,cum10,LGB,surp_fedratedec,0
RUT,cum10,RF,VIXCLS,1
RUT,cum10,RF,surp_nfp,0
RUT,cum10,RF,surp_unemp,0
RUT,cum10,RF,surp_corecpi,0
RUT,cum10,RF,surp_gdp,0
RUT,cum10,RF,surp_retsales,0
RUT,cum10,RF,surp_ism_pmi,0
RUT,cum10,RF,surp_dgorders,0
RUT,cum10,RF,surp_newhomesales,0
RUT,cum10,RF,surp_consconfid,0
RUT,cum10,RF,surp_avghourlyearnings,0
RUT,cum10,RF,surp_cpi,0
RUT,cum10,RF,surp_tradebal,0
RUT,cum10,RF,surp_indprod,0
RUT,cum10,RF,surp_fedratedec,0
RUT,cum15,LGB,VIXCLS,1
RUT,cum15,LGB,surp_nfp,0
RUT,cum15,LGB,surp_unemp,0
RUT,cum15,LGB,surp_corecpi,0
RUT,cum15,LGB,surp_gdp,0
RUT,cum15,LGB,surp_retsales,0
RUT,cum15,LGB,surp_ism_pmi,0
RUT,cum15,LGB,surp_dgorders,0
RUT,cum15,LGB,surp_newhomesales,0
RUT,cum15,LGB,surp_consconfid,0
RUT,cum15,LGB,surp_avghourlyearnings,0
RUT,cum15,LGB,surp_cpi,0
RUT,cum15,LGB,surp_tradebal,0
RUT,cum15,LGB,surp_indprod,0
RUT,cum15,LGB,surp_fedratedec,0
RUT,cum15,RF,VIXCLS,10
RUT,cum15,RF,surp_consconfid,9
RUT,cum15,RF,surp_tradebal,8
RUT,cum15,RF,surp_nfp,7
RUT,cum15,RF,surp_ism_pmi,6
RUT,cum15,RF,surp_retsales,5
RUT,cum15,RF,surp_dgorders,4
RUT,cum15,RF,surp_indprod,3
RUT,cum15,RF,surp_newhomesales,2
RUT,cum15,RF,surp_unemp,1
RUT,cum15,RF,surp_corecpi,0
RUT,cum15,RF,surp_gdp,0
RUT,cum15,RF,surp_avghourlyearnings,0
RUT,cum15,RF,surp_cpi,0
RUT,cum15,RF,surp_fedratedec,0
RUT,cum3,LGB,VIXCLS,1
RUT,cum3,LGB,surp_nfp,0
RUT,cum3,LGB,surp_unemp,0
RUT,cum3,LGB,surp_corecpi,0
RUT,cum3,LGB,surp_gdp,0
RUT,cum3,LGB,surp_retsales,0
RUT,cum3,LGB,surp_ism_pmi,0
RUT,cum3,LGB,surp_dgorders,0
RUT,cum3,LGB,surp_newhomesales,0
RUT,cum3,LGB,surp_consconfid,0
RUT,cum3,LGB,surp_avghourlyearnings,0
RUT,cum3,LGB,surp_cpi,0
RUT,cum3,LGB,surp_tradebal,0
RUT,cum3,LGB,surp_indprod,0
RUT,cum3,LGB,surp_fedratedec,0
RUT,cum3,RF,VIXCLS,1
RUT,cum3,RF,surp_nfp,0
RUT,cum3,RF,surp_unemp,0
RUT,cum3,RF,surp_corecpi,0
RUT,cum3,RF,surp_gdp,0
RUT,cum3,RF,surp_retsales,0
RUT,cum3,RF,surp_ism_pmi,0
RUT,cum3,RF,surp_dgorders,0
RUT,cum3,RF,surp_newhomesales,0
RUT,cum3,RF,surp_consconfid,0
RUT,cum3,RF,surp_avghourlyearnings,0
RUT,cum3,RF,surp_cpi,0
RUT,cum3,RF,surp_tradebal,0
RUT,cum3,RF,surp_indprod,0
RUT,cum3,RF,surp_fedratedec,0
RUT,cum5,LGB,VIXCLS,1
RUT,cum5,LGB,surp_nfp,0
RUT,cum5,LGB,surp_unemp,0
RUT,cum5,LGB,surp_corecpi,0
RUT,cum5,LGB,surp_gdp,0
RUT,cum5,LGB,surp_retsales,0
RUT,cum5,LGB,surp_ism_pmi,0
RUT,cum5,LGB,surp_dgorders,0
RUT,cum5,LGB,surp_newhomesales,0
RUT,cum5,LGB,surp_consconfid,0
RUT,cum5,LGB,surp_avghourlyearnings,0
RUT,cum5,LGB,surp_cpi,0
RUT,cum5,LGB,surp_tradebal,0
RUT,cum5,LGB,surp_indprod,0
RUT,cum5,LGB,surp_fedratedec,0
RUT,cum5,RF,VIXCLS,1
RUT,cum5,RF,surp_nfp,0
RUT,cum5,RF,surp_unemp,0
RUT,cum5,RF,surp_corecpi,0
RUT,cum5,RF,surp_gdp,0
RUT,cum5,RF,surp_retsales,0
RUT,cum5,RF,surp_ism_pmi,0
RUT,cum5,RF,surp_dgorders,0
RUT,cum5,RF,surp_newhomesales,0
RUT,cum5,RF,surp_consconfid,0
RUT,cum5,RF,surp_avghourlyearnings,0
RUT,cum5,RF,surp_cpi,0
RUT,cum5,RF,surp_tradebal,0
RUT,cum5,RF,surp_indprod,0
RUT,cum5,RF,surp_fedratedec,0
RUT,spot,LGB,VIXCLS,15
RUT,spot,LGB,surp_nfp,14
RUT,spot,LGB,surp_unemp,13
RUT,spot,LGB,surp_corecpi,12
RUT,spot,LGB,surp_gdp,11
RUT,spot,LGB,surp_retsales,10
RUT,spot,LGB,surp_ism_pmi,9
RUT,spot,LGB,surp_dgorders,8
RUT,spot,LGB,surp_newhomesales,7
RUT,spot,LGB,surp_consconfid,6
RUT,spot,LGB,surp_avghourlyearnings,5
RUT,spot,LGB,surp_cpi,4
RUT,spot,LGB,surp_tradebal,3
RUT,spot,LGB,surp_indprod,2
RUT,spot,LGB,surp_fedratedec,1
RUT,spot,RF,VIXCLS,15
RUT,spot,RF,surp_tradebal,14
RUT,spot,RF,surp_dgorders,13
RUT,spot,RF,surp_consconfid,12
RUT,spot,RF,surp_ism_pmi,11
RUT,spot,RF,surp_nfp,10
RUT,spot,RF,surp_newhomesales,9
RUT,spot,RF,surp_retsales,8
RUT,spot,RF,surp_indprod,7
RUT,spot,RF,surp_unemp,6
RUT,spot,RF,surp_avghourlyearnings,5
RUT,spot,RF,surp_cpi,4
RUT,spot,RF,surp_corecpi,3
RUT,spot,RF,surp_gdp,2
RUT,spot,RF,surp_fedratedec,1
XLE,cum10,LGB,VIXCLS,1
XLE,cum10,LGB,surp_nfp,0
XLE,cum10,LGB,surp_unemp,0
XLE,cum10,LGB,surp_corecpi,0
XLE,cum10,LGB,surp_gdp,0
XLE,cum10,LGB,surp_retsales,0
XLE,cum10,LGB,surp_ism_pmi,0
XLE,cum10,LGB,surp_dgorders,0
XLE,cum10,LGB,surp_newhomesales,0
XLE,cum10,LGB,surp_consconfid,0
XLE,cum10,LGB,surp_avghourlyearnings,0
XLE,cum10,LGB,surp_cpi,0
XLE,cum10,LGB,surp_tradebal,0
XLE,cum10,LGB,surp_indprod,0
XLE,cum10,LGB,surp_fedratedec,0
XLE,cum10,RF,VIXCLS,1
XLE,cum10,RF,surp_nfp,0
XLE,cum10,RF,surp_unemp,0
XLE,cum10,RF,surp_corecpi,0
XLE,cum10,RF,surp_gdp,0
XLE,cum10,RF,surp_retsales,0
XLE,cum10,RF,surp_ism_pmi,0
XLE,cum10,RF,surp_dgorders,0
XLE,cum10,RF,surp_newhomesales,0
XLE,cum10,RF,surp_consconfid,0
XLE,cum10,RF,surp_avghourlyearnings,0
XLE,cum10,RF,surp_cpi,0
XLE,cum10,RF,surp_tradebal,0
XLE,cum10,RF,surp_indprod,0
XLE,cum10,RF,surp_fedratedec,0
XLE,cum15,LGB,VIXCLS,1
XLE,cum15,LGB,surp_nfp,0
XLE,cum15,LGB,surp_unemp,0
XLE,cum15,LGB,surp_corecpi,0
XLE,cum15,LGB,surp_gdp,0
XLE,cum15,LGB,surp_retsales,0
XLE,cum15,LGB,surp_ism_pmi,0
XLE,cum15,LGB,surp_dgorders,0
XLE,cum15,LGB,surp_newhomesales,0
XLE,cum15,LGB,surp_consconfid,0
XLE,cum15,LGB,surp_avghourlyearnings,0
XLE,cum15,LGB,surp_cpi,0
XLE,cum15,LGB,surp_tradebal,0
XLE,cum15,LGB,surp_indprod,0
XLE,cum15,LGB,surp_fedratedec,0
XLE,cum15,RF,VIXCLS,1
XLE,cum15,RF,surp_nfp,0
XLE,cum15,RF,surp_unemp,0
XLE,cum15,RF,surp_corecpi,0
XLE,cum15,RF,surp_gdp,0
XLE,cum15,RF,surp_retsales,0
XLE,cum15,RF,surp_ism_pmi,0
XLE,cum15,RF,surp_dgorders,0
XLE,cum15,RF,surp_newhomesales,0
XLE,cum15,RF,surp_consconfid,0
XLE,cum15,RF,surp_avghourlyearnings,0
XLE,cum15,RF,surp_cpi,0
XLE,cum15,RF,surp_tradebal,0
XLE,cum15,RF,surp_indprod,0
XLE,cum15,RF,surp_fedratedec,0
XLE,cum3,LGB,VIXCLS,1
XLE,cum3,LGB,surp_nfp,0
XLE,cum3,LGB,surp_unemp,0
XLE,cum3,LGB,surp_corecpi,0
XLE,cum3,LGB,surp_gdp,0
XLE,cum3,LGB,surp_retsales,0
XLE,cum3,LGB,surp_ism_pmi,0
XLE,cum3,LGB,surp_dgorders,0
XLE,cum3,LGB,surp_newhomesales,0
XLE,cum3,LGB,surp_consconfid,0
XLE,cum3,LGB,surp_avghourlyearnings,0
XLE,cum3,LGB,surp_cpi,0
XLE,cum3,LGB,surp_tradebal,0
XLE,cum3,LGB,surp_indprod,0
XLE,cum3,LGB,surp_fedratedec,0
XLE,cum3,RF,VIXCLS,10
XLE,cum3,RF,surp_ism_pmi,9
XLE,cum3,RF,surp_dgorders,8
XLE,cum3,RF,surp_consconfid,7
XLE,cum3,RF,surp_nfp,6
XLE,cum3,RF,surp_newhomesales,5
XLE,cum3,RF,surp_avghourlyearnings,4
XLE,cum3,RF,surp_cpi,3
XLE,cum3,RF,surp_tradebal,2
XLE,cum3,RF,surp_retsales,1
XLE,cum3,RF,surp_unemp,0
XLE,cum3,RF,surp_corecpi,0
XLE,cum3,RF,surp_gdp,0
XLE,cum3,RF,surp_indprod,0
XLE,cum3,RF,surp_fedratedec,0
XLE,cum5,LGB,VIXCLS,1
XLE,cum5,LGB,surp_nfp,0
XLE,cum5,LGB,surp_unemp,0
XLE,cum5,LGB,surp_corecpi,0
XLE,cum5,LGB,surp_gdp,0
XLE,cum5,LGB,surp_retsales,0
XLE,cum5,LGB,surp_ism_pmi,0
XLE,cum5,LGB,surp_dgorders,0
XLE,cum5,LGB,surp_newhomesales,0
XLE,cum5,LGB,surp_consconfid,0
XLE,cum5,LGB,surp_avghourlyearnings,0
XLE,cum5,LGB,surp_cpi,0
XLE,cum5,LGB,surp_tradebal,0
XLE,cum5,LGB,surp_indprod,0
XLE,cum5,LGB,surp_fedratedec,0
XLE,cum5,RF,VIXCLS,1
XLE,cum5,RF,surp_nfp,0
XLE,cum5,RF,surp_unemp,0
XLE,cum5,RF,surp_corecpi,0
XLE,cum5,RF,surp_gdp,0
XLE,cum5,RF,surp_retsales,0
XLE,cum5,RF,surp_ism_pmi,0
XLE,cum5,RF,surp_dgorders,0
XLE,cum5,RF,surp_newhomesales,0
XLE,cum5,RF,surp_consconfid,0
XLE,cum5,RF,surp_avghourlyearnings,0
XLE,cum5,RF,surp_cpi,0
XLE,cum5,RF,surp_tradebal,0
XLE,cum5,RF,surp_indprod,0
XLE,cum5,RF,surp_fedratedec,0
XLE,spot,LGB,VIXCLS,15
XLE,spot,LGB,surp_nfp,14
XLE,spot,LGB,surp_unemp,13
XLE,spot,LGB,surp_corecpi,12
XLE,spot,LGB,surp_gdp,11
XLE,spot,LGB,surp_retsales,10
XLE,spot,LGB,surp_ism_pmi,9
XLE,spot,LGB,surp_dgorders,8
XLE,spot,LGB,surp_newhomesales,7
XLE,spot,LGB,surp_consconfid,6
XLE,spot,LGB,surp_avghourlyearnings,5
XLE,spot,LGB,surp_cpi,4
XLE,spot,LGB,surp_tradebal,3
XLE,spot,LGB,surp_indprod,2
XLE,spot,LGB,surp_fedratedec,1
XLE,spot,RF,VIXCLS,15
XLE,spot,RF,surp_nfp,14
XLE,spot,RF,surp_unemp,13
XLE,spot,RF,surp_corecpi,12
XLE,spot,RF,surp_gdp,11
XLE,spot,RF,surp_retsales,10
XLE,spot,RF,surp_ism_pmi,9
XLE,spot,RF,surp_dgorders,8
XLE,spot,RF,surp_newhomesales,7
XLE,spot,RF,surp_consconfid,6
XLE,spot,RF,surp_avghourlyearnings,5
XLE,spot,RF,surp_cpi,4
XLE,spot,RF,surp_tradebal,3
XLE,spot,RF,surp_indprod,2
XLE,spot,RF,surp_fedratedec,1
XLF,cum10,LGB,VIXCLS,1
XLF,cum10,LGB,surp_nfp,0
XLF,cum10,LGB,surp_unemp,0
XLF,cum10,LGB,surp_corecpi,0
XLF,cum10,LGB,surp_gdp,0
XLF,cum10,LGB,surp_retsales,0
XLF,cum10,LGB,surp_ism_pmi,0
XLF,cum10,LGB,surp_dgorders,0
XLF,cum10,LGB,surp_newhomesales,0
XLF,cum10,LGB,surp_consconfid,0
XLF,cum10,LGB,surp_avghourlyearnings,0
XLF,cum10,LGB,surp_cpi,0
XLF,cum10,LGB,surp_tradebal,0
XLF,cum10,LGB,surp_indprod,0
XLF,cum10,LGB,surp_fedratedec,0
XLF,cum10,RF,VIXCLS,10
XLF,cum10,RF,surp_ism_pmi,9
XLF,cum10,RF,surp_nfp,8
XLF,cum10,RF,surp_consconfid,7
XLF,cum10,RF,surp_dgorders,6
XLF,cum10,RF,surp_avghourlyearnings,5
XLF,cum10,RF,surp_unemp,4
XLF,cum10,RF,surp_newhomesales,3
XLF,cum10,RF,surp_tradebal,2
XLF,cum10,RF,surp_retsales,1
XLF,cum10,RF,surp_corecpi,0
XLF,cum10,RF,surp_gdp,0
XLF,cum10,RF,surp_cpi,0
XLF,cum10,RF,surp_indprod,0
XLF,cum10,RF,surp_fedratedec,0
XLF,cum15,LGB,VIXCLS,1
XLF,cum15,LGB,surp_nfp,0
XLF,cum15,LGB,surp_unemp,0
XLF,cum15,LGB,surp_corecpi,0
