Asset,Horizon,Model,Feature,Rank
XLF,cum15,LGB,surp_gdp,0
XLF,cum15,LGB,surp_retsales,0
XLF,cum15,LGB,surp_ism_pmi,0
XLF,cum15,LGB,surp_dgorders,0
XLF,cum15,LGB,surp_newhomesales,0
XLF,cum15,LGB,surp_consconfid,0
XLF,cum15,LGB,surp_avghourlyearnings,0
XLF,cum15,LGB,surp_cpi,0
XLF,cum15,LGB,surp_tradebal,0
XLF,cum15,LGB,surp_indprod,0
XLF,cum15,LGB,surp_fedratedec,0
XLF,cum15,RF,VIXCLS,10
XLF,cum15,RF,surp_ism_pmi,9
XLF,cum15,RF,surp_consconfid,8
XLF,cum15,RF,surp_nfp,7
XLF,cum15,RF,surp_avghourlyearnings,6
XLF,cum15,RF,surp_retsales,5
XLF,cum15,RF,surp_indprod,4
XLF,cum15,RF,surp_corecpi,3
XLF,cum15,RF,surp_newhomesales,2
XLF,cum15,RF,surp_dgorders,1
XLF,cum15,RF,surp_unemp,0
XLF,cum15,RF,surp_gdp,0
XLF,cum15,RF,surp_cpi,0
XLF,cum15,RF,surp_tradebal,0
XLF,cum15,RF,surp_fedratedec,0
XLF,cum3,LGB,VIXCLS,1
XLF,cum3,LGB,surp_nfp,0
XLF,cum3,LGB,surp_unemp,0
XLF,cum3,LGB,surp_corecpi,0
XLF,cum3,LGB,surp_gdp,0
XLF,cum3,LGB,surp_retsales,0
XLF,cum3,LGB,surp_ism_pmi,0
XLF,cum3,LGB,surp_dgorders,0
XLF,cum3,LGB,surp_newhomesales,0
XLF,cum3,LGB,surp_consconfid,0
XLF,cum3,LGB,surp_avghourlyearnings,0
XLF,cum3,LGB,surp_cpi,0
XLF,cum3,LGB,surp_tradebal,0
XLF,cum3,LGB,surp_indprod,0
XLF,cum3,LGB,surp_fedratedec,0
XLF,cum3,RF,VIXCLS,10
XLF,cum3,RF,surp_nfp,9
XLF,cum3,RF,surp_tradebal,8
XLF,cum3,RF,surp_avghourlyearnings,7
XLF,cum3,RF,surp_ism_pmi,6
XLF,cum3,RF,surp_dgorders,5
XLF,cum3,RF,surp_retsales,4
XLF,cum3,RF,surp_indprod,3
XLF,cum3,RF,surp_consconfid,2
XLF,cum3,RF,surp_newhomesales,1
XLF,cum3,RF,surp_unemp,0
XLF,cum3,RF,surp_corecpi,0
XLF,cum3,RF,surp_gdp,0
XLF,cum3,RF,surp_cpi,0
XLF,cum3,RF,surp_fedratedec,0
XLF,cum5,LGB,VIXCLS,1
XLF,cum5,LGB,surp_nfp,0
XLF,cum5,LGB,surp_unemp,0
XLF,cum5,LGB,surp_corecpi,0
XLF,cum5,LGB,surp_gdp,0
XLF,cum5,LGB,surp_retsales,0
XLF,cum5,LGB,surp_ism_pmi,0
XLF,cum5,LGB,surp_dgorders,0
XLF,cum5,LGB,surp_newhomesales,0
XLF,cum5,LGB,surp_consconfid,0
XLF,cum5,LGB,surp_avghourlyearnings,0
XLF,cum5,LGB,surp_cpi,0
XLF,cum5,LGB,surp_tradebal,0
XLF,cum5,LGB,surp_indprod,0
XLF,cum5,LGB,surp_fedratedec,0
XLF,cum5,RF,VIXCLS,1
XLF,cum5,RF,surp_nfp,0
XLF,cum5,RF,surp_unemp,0
XLF,cum5,RF,surp_corecpi,0
XLF,cum5,RF,surp_gdp,0
XLF,cum5,RF,surp_retsales,0
XLF,cum5,RF,surp_ism_pmi,0
XLF,cum5,RF,surp_dgorders,0
XLF,cum5,RF,surp_newhomesales,0
XLF,cum5,RF,surp_consconfid,0
XLF,cum5,RF,surp_avghourlyearnings,0
XLF,cum5,RF,surp_cpi,0
XLF,cum5,RF,surp_tradebal,0
XLF,cum5,RF,surp_indprod,0
XLF,cum5,RF,surp_fedratedec,0
XLF,spot,LGB,VIXCLS,15
XLF,spot,LGB,surp_nfp,14
XLF,spot,LGB,surp_unemp,13
XLF,spot,LGB,surp_corecpi,12
XLF,spot,LGB,surp_gdp,11
XLF,spot,LGB,surp_retsales,10
XLF,spot,LGB,surp_ism_pmi,9
XLF,spot,LGB,surp_dgorders,8
XLF,spot,LGB,surp_newhomesales,7
XLF,spot,LGB,surp_consconfid,6
XLF,spot,LGB,surp_avghourlyearnings,5
XLF,spot,LGB,surp_cpi,4
XLF,spot,LGB,surp_tradebal,3
XLF,spot,LGB,surp_indprod,2
XLF,spot,LGB,surp_fedratedec,1
XLF,spot,RF,VIXCLS,15
XLF,spot,RF,surp_dgorders,14
XLF,spot,RF,surp_retsales,13
XLF,spot,RF,surp_consconfid,12
XLF,spot,RF,surp_newhomesales,11
XLF,spot,RF,surp_tradebal,10
XLF,spot,RF,surp_nfp,9
XLF,spot,RF,surp_indprod,8
XLF,spot,RF,surp_ism_pmi,7
XLF,spot,RF,surp_avghourlyearnings,6
XLF,spot,RF,surp_unemp,5
XLF,spot,RF,surp_cpi,4
XLF,spot,RF,surp_corecpi,3
XLF,spot,RF,surp_gdp,2
XLF,spot,RF,surp_fedratedec,1
XLI,cum10,LGB,VIXCLS,1
XLI,cum10,LGB,surp_nfp,0
XLI,cum10,LGB,surp_unemp,0
XLI,cum10,LGB,surp_corecpi,0
XLI,cum10,LGB,surp_gdp,0
XLI,cum10,LGB,surp_retsales,0
XLI,cum10,LGB,surp_ism_pmi,0
XLI,cum10,LGB,surp_dgorders,0
XLI,cum10,LGB,surp_newhomesales,0
XLI,cum10,LGB,surp_consconfid,0
XLI,cum10,LGB,surp_avghourlyearnings,0
XLI,cum10,LGB,surp_cpi,0
XLI,cum10,LGB,surp_tradebal,0
XLI,cum10,LGB,surp_indprod,0
XLI,cum10,LGB,surp_fedratedec,0
XLI,cum10,RF,VIXCLS,1
XLI,cum10,RF,surp_nfp,0
XLI,cum10,RF,surp_unemp,0
XLI,cum10,RF,surp_corecpi,0
XLI,cum10,RF,surp_gdp,0
XLI,cum10,RF,surp_retsales,0
XLI,cum10,RF,surp_ism_pmi,0
XLI,cum10,RF,surp_dgorders,0
XLI,cum10,RF,surp_newhomesales,0
XLI,cum10,RF,surp_consconfid,0
XLI,cum10,RF,surp_avghourlyearnings,0
XLI,cum10,RF,surp_cpi,0
XLI,cum10,RF,surp_tradebal,0
XLI,cum10,RF,surp_indprod,0
XLI,cum10,RF,surp_fedratedec,0
XLI,cum15,LGB,VIXCLS,1
XLI,cum15,LGB,surp_nfp,0
XLI,cum15,LGB,surp_unemp,0
XLI,cum15,LGB,surp_corecpi,0
XLI,cum15,LGB,surp_gdp,0
XLI,cum15,LGB,surp_retsales,0
XLI,cum15,LGB,surp_ism_pmi,0
XLI,cum15,LGB,surp_dgorders,0
XLI,cum15,LGB,surp_newhomesales,0
XLI,cum15,LGB,surp_consconfid,0
XLI,cum15,LGB,surp_avghourlyearnings,0
XLI,cum15,LGB,surp_cpi,0
XLI,cum15,LGB,surp_tradebal,0
XLI,cum15,LGB,surp_indprod,0
XLI,cum15,LGB,surp_fedratedec,0
XLI,cum15,RF,VIXCLS,10
XLI,cum15,RF,surp_ism_pmi,9
XLI,cum15,RF,surp_nfp,8
XLI,cum15,RF,surp_consconfid,7
XLI,cum15,RF,surp_tradebal,6
XLI,cum15,RF,surp_avghourlyearnings,5
XLI,cum15,RF,surp_retsales,4
XLI,cum15,RF,surp_newhomesales,3
XLI,cum15,RF,surp_dgorders,2
XLI,cum15,RF,surp_indprod,1
XLI,cum15,RF,surp_unemp,0
XLI,cum15,RF,surp_corecpi,0
XLI,cum15,RF,surp_gdp,0
XLI,cum15,RF,surp_cpi,0
XLI,cum15,RF,surp_fedratedec,0
XLI,cum3,LGB,VIXCLS,1
XLI,cum3,LGB,surp_nfp,0
XLI,cum3,LGB,surp_unemp,0
XLI,cum3,LGB,surp_corecpi,0
XLI,cum3,LGB,surp_gdp,0
XLI,cum3,LGB,surp_retsales,0
XLI,cum3,LGB,surp_ism_pmi,0
XLI,cum3,LGB,surp_dgorders,0
XLI,cum3,LGB,surp_newhomesales,0
XLI,cum3,LGB,surp_consconfid,0
XLI,cum3,LGB,surp_avghourlyearnings,0
XLI,cum3,LGB,surp_cpi,0
XLI,cum3,LGB,surp_tradebal,0
XLI,cum3,LGB,surp_indprod,0
XLI,cum3,LGB,surp_fedratedec,0
XLI,cum3,RF,VIXCLS,1
XLI,cum3,RF,surp_nfp,0
XLI,cum3,RF,surp_unemp,0
XLI,cum3,RF,surp_corecpi,0
XLI,cum3,RF,surp_gdp,0
XLI,cum3,RF,surp_retsales,0
XLI,cum3,RF,surp_ism_pmi,0
XLI,cum3,RF,surp_dgorders,0
XLI,cum3,RF,surp_newhomesales,0
XLI,cum3,RF,surp_consconfid,0
XLI,cum3,RF,surp_avghourlyearnings,0
XLI,cum3,RF,surp_cpi,0
XLI,cum3,RF,surp_tradebal,0
XLI,cum3,RF,surp_indprod,0
XLI,cum3,RF,surp_fedratedec,0
XLI,cum5,LGB,VIXCLS,1
XLI,cum5,LGB,surp_nfp,0
XLI,cum5,LGB,surp_unemp,0
XLI,cum5,LGB,surp_corecpi,0
XLI,cum5,LGB,surp_gdp,0
XLI,cum5,LGB,surp_retsales,0
XLI,cum5,LGB,surp_ism_pmi,0
XLI,cum5,LGB,surp_dgorders,0
XLI,cum5,LGB,surp_newhomesales,0
XLI,cum5,LGB,surp_consconfid,0
XLI,cum5,LGB,surp_avghourlyearnings,0
XLI,cum5,LGB,surp_cpi,0
XLI,cum5,LGB,surp_tradebal,0
XLI,cum5,LGB,surp_indprod,0
XLI,cum5,LGB,surp_fedratedec,0
XLI,cum5,RF,VIXCLS,1
XLI,cum5,RF,surp_nfp,0
XLI,cum5,RF,surp_unemp,0
XLI,cum5,RF,surp_corecpi,0
XLI,cum5,RF,surp_gdp,0
XLI,cum5,RF,surp_retsales,0
XLI,cum5,RF,surp_ism_pmi,0
XLI,cum5,RF,surp_dgorders,0
XLI,cum5,RF,surp_newhomesales,0
XLI,cum5,RF,surp_consconfid,0
XLI,cum5,RF,surp_avghourlyearnings,0
XLI,cum5,RF,surp_cpi,0
XLI,cum5,RF,surp_tradebal,0
XLI,cum5,RF,surp_indprod,0
XLI,cum5,RF,surp_fedratedec,0
XLI,spot,LGB,VIXCLS,15
XLI,spot,LGB,surp_nfp,14
XLI,spot,LGB,surp_unemp,13
XLI,spot,LGB,surp_corecpi,12
XLI,spot,LGB,surp_gdp,11
XLI,spot,LGB,surp_retsales,10
XLI,spot,LGB,surp_ism_pmi,9
XLI,spot,LGB,surp_dgorders,8
XLI,spot,LGB,surp_newhomesales,7
XLI,spot,LGB,surp_consconfid,6
XLI,spot,LGB,surp_avghourlyearnings,5
XLI,spot,LGB,surp_cpi,4
XLI,spot,LGB,surp_tradebal,3
XLI,spot,LGB,surp_indprod,2
XLI,spot,LGB,surp_fedratedec,1
XLI,spot,RF,VIXCLS,15
XLI,spot,RF,surp_nfp,14
XLI,spot,RF,surp_unemp,13
XLI,spot,RF,surp_corecpi,12
XLI,spot,RF,surp_gdp,11
XLI,spot,RF,surp_retsales,10
XLI,spot,RF,surp_ism_pmi,9
XLI,spot,RF,surp_dgorders,8
XLI,spot,RF,surp_newhomesales,7
XLI,spot,RF,surp_consconfid,6
XLI,spot,RF,surp_avghourlyearnings,5
XLI,spot,RF,surp_cpi,4
XLI,spot,RF,surp_tradebal,3
XLI,spot,RF,surp_indprod,2
XLI,spot,RF,surp_fedratedec,1
XLK,cum10,LGB,VIXCLS,1
XLK,cum10,LGB,surp_nfp,0
XLK,cum10,LGB,surp_unemp,0
XLK,cum10,LGB,surp_corecpi,0
XLK,cum10,LGB,surp_gdp,0
XLK,cum10,LGB,surp_retsales,0
XLK,cum10,LGB,surp_ism_pmi,0
XLK,cum10,LGB,surp_dgorders,0
XLK,cum10,LGB,surp_newhomesales,0
XLK,cum10,LGB,surp_consconfid,0
XLK,cum10,LGB,surp_avghourlyearnings,0
XLK,cum10,LGB,surp_cpi,0
XLK,cum10,LGB,surp_tradebal,0
XLK,cum10,LGB,surp_indprod,0
XLK,cum10,LGB,surp_fedratedec,0
XLK,cum10,RF,VIXCLS,10
XLK,cum10,RF,surp_ism_pmi,9
XLK,cum10,RF,surp_consconfid,8
XLK,cum10,RF,surp_dgorders,7
XLK,cum10,RF,surp_nfp,6
XLK,cum10,RF,surp_tradebal,5
XLK,cum10,RF,surp_newhomesales,4
XLK,cum10,RF,surp_retsales,3
XLK,cum10,RF,surp_avghourlyearnings,2
XLK,cum10,RF,surp_corecpi,1
XLK,cum10,RF,surp_unemp,0
XLK,cum10,RF,surp_gdp,0
XLK,cum10,RF,surp_cpi,0
XLK,cum10,RF,surp_indprod,0
XLK,cum10,RF,surp_fedratedec,0
XLK,cum15,LGB,VIXCLS,10
XLK,cum15,LGB,surp_ism_pmi,9
XLK,cum15,LGB,surp_consconfid,8
XLK,cum15,LGB,surp_tradebal,7
XLK,cum15,LGB,surp_dgorders,6
XLK,cum15,LGB,surp_newhomesales,5
XLK,cum15,LGB,surp_indprod,4
XLK,cum15,LGB,surp_retsales,3
XLK,cum15,LGB,surp_cpi,2
XLK,cum15,LGB,surp_avghourlyearnings,1
XLK,cum15,LGB,surp_nfp,0
XLK,cum15,LGB,surp_unemp,0
XLK,cum15,LGB,surp_corecpi,0
XLK,cum15,LGB,surp_gdp,0
XLK,cum15,LGB,surp_fedratedec,0
XLK,cum15,RF,VIXCLS,10
XLK,cum15,RF,surp_ism_pmi,9
XLK,cum15,RF,surp_consconfid,8
XLK,cum15,RF,surp_nfp,7
XLK,cum15,RF,surp_tradebal,6
XLK,cum15,RF,surp_dgorders,5
XLK,cum15,RF,surp_retsales,4
XLK,cum15,RF,surp_newhomesales,3
XLK,cum15,RF,surp_indprod,2
XLK,cum15,RF,surp_corecpi,1
XLK,cum15,RF,surp_unemp,0
XLK,cum15,RF,surp_gdp,0
XLK,cum15,RF,surp_avghourlyearnings,0
XLK,cum15,RF,surp_cpi,0
XLK,cum15,RF,surp_fedratedec,0
XLK,cum3,LGB,VIXCLS,1
XLK,cum3,LGB,surp_nfp,0
XLK,cum3,LGB,surp_unemp,0
XLK,cum3,LGB,surp_corecpi,0
XLK,cum3,LGB,surp_gdp,0
XLK,cum3,LGB,surp_retsales,0
XLK,cum3,LGB,surp_ism_pmi,0
XLK,cum3,LGB,surp_dgorders,0
XLK,cum3,LGB,surp_newhomesales,0
XLK,cum3,LGB,surp_consconfid,0
XLK,cum3,LGB,surp_avghourlyearnings,0
XLK,cum3,LGB,surp_cpi,0
XLK,cum3,LGB,surp_tradebal,0
XLK,cum3,LGB,surp_indprod,0
XLK,cum3,LGB,surp_fedratedec,0
XLK,cum3,RF,VIXCLS,1
XLK,cum3,RF,surp_nfp,0
XLK,cum3,RF,surp_unemp,0
XLK,cum3,RF,surp_corecpi,0
XLK,cum3,RF,surp_gdp,0
XLK,cum3,RF,surp_retsales,0
XLK,cum3,RF,surp_ism_pmi,0
XLK,cum3,RF,surp_dgorders,0
XLK,cum3,RF,surp_newhomesales,0
XLK,cum3,RF,surp_consconfid,0
XLK,cum3,RF,surp_avghourlyearnings,0
XLK,cum3,RF,surp_cpi,0
XLK,cum3,RF,surp_tradebal,0
XLK,cum3,RF,surp_indprod,0
XLK,cum3,RF,surp_fedratedec,0
XLK,cum5,LGB,VIXCLS,1
XLK,cum5,LGB,surp_nfp,0
XLK,cum5,LGB,surp_unemp,0
XLK,cum5,LGB,surp_corecpi,0
XLK,cum5,LGB,surp_gdp,0
XLK,cum5,LGB,surp_retsales,0
XLK,cum5,LGB,surp_ism_pmi,0
XLK,cum5,LGB,surp_dgorders,0
XLK,cum5,LGB,surp_newhomesales,0
XLK,cum5,LGB,surp_consconfid,0
XLK,cum5,LGB,surp_avghourlyearnings,0
XLK,cum5,LGB,surp_cpi,0
XLK,cum5,LGB,surp_tradebal,0
XLK,cum5,LGB,surp_indprod,0
XLK,cum5,LGB,surp_fedratedec,0
XLK,cum5,RF,VIXCLS,1
XLK,cum5,RF,surp_nfp,0
XLK,cum5,RF,surp_unemp,0
XLK,cum5,RF,surp_corecpi,0
XLK,cum5,RF,surp_gdp,0
XLK,cum5,RF,surp_retsales,0
XLK,cum5,RF,surp_ism_pmi,0
XLK,cum5,RF,surp_dgorders,0
XLK,cum5,RF,surp_newhomesales,0
XLK,cum5,RF,surp_consconfid,0
XLK,cum5,RF,surp_avghourlyearnings,0
XLK,cum5,RF,surp_cpi,0
XLK,cum5,RF,surp_tradebal,0
XLK,cum5,RF,surp_indprod,0
XLK,cum5,RF,surp_fedratedec,0
XLK,spot,LGB,VIXCLS,15
XLK,spot,LGB,surp_nfp,14
XLK,spot,LGB,surp_unemp,13
XLK,spot,LGB,surp_corecpi,12
XLK,spot,LGB,surp_gdp,11
XLK,spot,LGB,surp_retsales,10
XLK,spot,LGB,surp_ism_pmi,9
XLK,spot,LGB,surp_dgorders,8
XLK,spot,LGB,surp_newhomesales,7
XLK,spot,LGB,surp_consconfid,6
XLK,spot,LGB,surp_avghourlyearnings,5
XLK,spot,LGB,surp_cpi,4
XLK,spot,LGB,surp_tradebal,3
XLK,spot,LGB,surp_indprod,2
XLK,spot,LGB,surp_fedratedec,1
XLK,spot,RF,VIXCLS,15
XLK,spot,RF,surp_nfp,14
XLK,spot,RF,surp_unemp,13
XLK,spot,RF,surp_corecpi,12
XLK,spot,RF,surp_gdp,11
XLK,spot,RF,surp_retsales,10
XLK,spot,RF,surp_ism_pmi,9
XLK,spot,RF,surp_dgorders,8
XLK,spot,RF,surp_newhomesales,7
XLK,spot,RF,surp_consconfid,6
XLK,spot,RF,surp_avghourlyearnings,5
XLK,spot,RF,surp_cpi,4
XLK,spot,RF,surp_tradebal,3
XLK,spot,RF,surp_indprod,2
XLK,spot,RF,surp_fedratedec,1
XLV,cum10,LGB,VIXCLS,1
XLV,cum10,LGB,surp_nfp,0
XLV,cum10,LGB,surp_unemp,0
XLV,cum10,LGB,surp_corecpi,0
XLV,cum10,LGB,surp_gdp,0
XLV,cum10,LGB,surp_retsales,0
XLV,cum10,LGB,surp_ism_pmi,0
XLV,cum10,LGB,surp_dgorders,0
XLV,cum10,LGB,surp_newhomesales,0
XLV,cum10,LGB,surp_consconfid,0
XLV,cum10,LGB,surp_avghourlyearnings,0
XLV,cum10,LGB,surp_cpi,0
XLV,cum10,LGB,surp_tradebal,0
XLV,cum10,LGB,surp_indprod,0
XLV,cum10,LGB,surp_fedratedec,0
XLV,cum10,RF,VIXCLS,1
XLV,cum10,RF,surp_nfp,0
XLV,cum10,RF,surp_unemp,0
XLV,cum10,RF,surp_corecpi,0
XLV,cum10,RF,surp_gdp,0
XLV,cum10,RF,surp_retsales,0
XLV,cum10,RF,surp_ism_pmi,0
XLV,cum10,RF,surp_dgorders,0
XLV,cum10,RF,surp_newhomesales,0
XLV,cum10,RF,surp_consconfid,0
XLV,cum10,RF,surp_avghourlyearnings,0
XLV,cum10,RF,surp_cpi,0
XLV,cum10,RF,surp_tradebal,0
XLV,cum10,RF,surp_indprod,0
XLV,cum10,RF,surp_fedratedec,0
XLV,cum15,LGB,VIXCLS,1
XLV,cum15,LGB,surp_nfp,0
XLV,cum15,LGB,surp_unemp,0
XLV,cum15,LGB,surp_corecpi,0
XLV,cum15,LGB,surp_gdp,0
XLV,cum15,LGB,surp_retsales,0
XLV,cum15,LGB,surp_ism_pmi,0
XLV,cum15,LGB,surp_dgorders,0
XLV,cum15,LGB,surp_newhomesales,0
XLV,cum15,LGB,surp_consconfid,0
XLV,cum15,LGB,surp_avghourlyearnings,0
XLV,cum15,LGB,surp_cpi,0
XLV,cum15,LGB,surp_tradebal,0
XLV,cum15,LGB,surp_indprod,0
XLV,cum15,LGB,surp_fedratedec,0
XLV,cum15,RF,VIXCLS,1
XLV,cum15,RF,surp_nfp,0
XLV,cum15,RF,surp_unemp,0
XLV,cum15,RF,surp_corecpi,0
XLV,cum15,RF,surp_gdp,0
XLV,cum15,RF,surp_retsales,0
XLV,cum15,RF,surp_ism_pmi,0
XLV,cum15,RF,surp_dgorders,0
XLV,cum15,RF,surp_newhomesales,0
XLV,cum15,RF,surp_consconfid,0
XLV,cum15,RF,surp_avghourlyearnings,0
XLV,cum15,RF,surp_cpi,0
XLV,cum15,RF,surp_tradebal,0
XLV,cum15,RF,surp_indprod,0
XLV,cum15,RF,surp_fedratedec,0
XLV,cum3,LGB,VIXCLS,1
XLV,cum3,LGB,surp_nfp,0
XLV,cum3,LGB,surp_unemp,0
XLV,cum3,LGB,surp_corecpi,0
XLV,cum3,LGB,surp_gdp,0
XLV,cum3,LGB,surp_retsales,0
XLV,cum3,LGB,surp_ism_pmi,0
XLV,cum3,LGB,surp_dgorders,0
XLV,cum3,LGB,surp_newhomesales,0
XLV,cum3,LGB,surp_consconfid,0
XLV,cum3,LGB,surp_avghourlyearnings,0
XLV,cum3,LGB,surp_cpi,0
XLV,cum3,LGB,surp_tradebal,0
XLV,cum3,LGB,surp_indprod,0
XLV,cum3,LGB,surp_fedratedec,0
XLV,cum3,RF,VIXCLS,1
XLV,cum3,RF,surp_nfp,0
XLV,cum3,RF,surp_unemp,0
XLV,cum3,RF,surp_corecpi,0
XLV,cum3,RF,surp_gdp,0
XLV,cum3,RF,surp_retsales,0
XLV,cum3,RF,surp_ism_pmi,0
XLV,cum3,RF,surp_dgorders,0
XLV,cum3,RF,surp_newhomesales,0
XLV,cum3,RF,surp_consconfid,0
XLV,cum3,RF,surp_avghourlyearnings,0
XLV,cum3,RF,surp_cpi,0
XLV,cum3,RF,surp_tradebal,0
XLV,cum3,RF,surp_indprod,0
XLV,cum3,RF,surp_fedratedec,0
XLV,cum5,LGB,VIXCLS,1
XLV,cum5,LGB,surp_nfp,0
XLV,cum5,LGB,surp_unemp,0
XLV,cum5,LGB,surp_corecpi,0
XLV,cum5,LGB,surp_gdp,0
XLV,cum5,LGB,surp_retsales,0
XLV,cum5,LGB,surp_ism_pmi,0
XLV,cum5,LGB,surp_dgorders,0
XLV,cum5,LGB,surp_newhomesales,0
XLV,cum5,LGB,surp_consconfid,0
XLV,cum5,LGB,surp_avghourlyearnings,0
XLV,cum5,LGB,surp_cpi,0
XLV,cum5,LGB,surp_tradebal,0
XLV,cum5,LGB,surp_indprod,0
XLV,cum5,LGB,surp_fedratedec,0
XLV,cum5,RF,VIXCLS,1
XLV,cum5,RF,surp_nfp,0
XLV,cum5,RF,surp_unemp,0
XLV,cum5,RF,surp_corecpi,0
XLV,cum5,RF,surp_gdp,0
XLV,cum5,RF,surp_retsales,0
XLV,cum5,RF,surp_ism_pmi,0
XLV,cum5,RF,surp_dgorders,0
XLV,cum5,RF,surp_newhomesales,0
XLV,cum5,RF,surp_consconfid,0
XLV,cum5,RF,surp_avghourlyearnings,0
XLV,cum5,RF,surp_cpi,0
XLV,cum5,RF,surp_tradebal,0
XLV,cum5,RF,surp_indprod,0
XLV,cum5,RF,surp_fedratedec,0
XLV,spot,LGB,VIXCLS,15
XLV,spot,LGB,surp_nfp,14
XLV,spot,LGB,surp_unemp,13
XLV,spot,LGB,surp_corecpi,12
XLV,spot,LGB,surp_gdp,11
XLV,spot,LGB,surp_retsales,10
XLV,spot,LGB,surp_ism_pmi,9
XLV,spot,LGB,surp_dgorders,8
XLV,spot,LGB,surp_newhomesales,7
XLV,spot,LGB,surp_consconfid,6
XLV,spot,LGB,surp_avghourlyearnings,5
XLV,spot,LGB,surp_cpi,4
XLV,spot,LGB,surp_tradebal,3
XLV,spot,LGB,surp_indprod,2
XLV,spot,LGB,surp_fedratedec,1
XLV,spot,RF,VIXCLS,15
XLV,spot,RF,surp_dgorders,14
XLV,spot,RF,surp_tradebal,13
XLV,spot,RF,surp_consconfid,12
XLV,spot,RF,surp_newhomesales,11
XLV,spot,RF,surp_nfp,10
XLV,spot,RF,surp_ism_pmi,9
XLV,spot,RF,surp_retsales,8
XLV,spot,RF,surp_indprod,7
XLV,spot,RF,surp_unemp,6
XLV,spot,RF,surp_avghourlyearnings,5
XLV,spot,RF,surp_cpi,4
XLV,spot,RF,surp_corecpi,3
XLV,spot,RF,surp_gdp,2
XLV,spot,RF,surp_fedratedec,1
ZN,cum10,LGB,VIXCLS,1
ZN,cum10,LGB,surp_nfp,0
ZN,cum10,LGB,surp_unemp,0
ZN,cum10,LGB,surp_corecpi,0
ZN,cum10,LGB,surp_gdp,0
ZN,cum10,LGB,surp_retsales,0
ZN,cum10,LGB,surp_ism_pmi,0
ZN,cum10,LGB,surp_dgorders,0
ZN,cum10,LGB,surp_newhomesales,0
ZN,cum10,LGB,surp_consconfid,0
ZN,cum10,LGB,surp_avghourlyearnings,0
ZN,cum10,LGB,surp_cpi,0
ZN,cum10,LGB,surp_tradebal,0
ZN,cum10,LGB,surp_indprod,0
ZN,cum10,LGB,surp_fedratedec,0
ZN,cum10,RF,VIXCLS,10
ZN,cum10,RF,surp_dgorders,9
ZN,cum10,RF,surp_retsales,8
ZN,cum10,RF,surp_tradebal,7
ZN,cum10,RF,surp_newhomesales,6
ZN,cum10,RF,surp_consconfid,5
ZN,cum10,RF,surp_nfp,4
ZN,cum10,RF,surp_ism_pmi,3
ZN,cum10,RF,surp_indprod,2
ZN,cum10,RF,surp_unemp,1
ZN,cum10,RF,surp_corecpi,0
ZN,cum10,RF,surp_gdp,0
ZN,cum10,RF,surp_avghourlyearnings,0
ZN,cum10,RF,surp_cpi,0
ZN,cum10,RF,surp_fedratedec,0
ZN,cum15,LGB,VIXCLS,1
ZN,cum15,LGB,surp_nfp,0
ZN,cum15,LGB,surp_unemp,0
ZN,cum15,LGB,surp_corecpi,0
ZN,cum15,LGB,surp_gdp,0
ZN,cum15,LGB,surp_retsales,0
ZN,cum15,LGB,surp_ism_pmi,0
ZN,cum15,LGB,surp_dgorders,0
ZN,cum15,LGB,surp_newhomesales,0
ZN,cum15,LGB,surp_consconfid,0
ZN,cum15,LGB,surp_avghourlyearnings,0
ZN,cum15,LGB,surp_cpi,0
ZN,cum15,LGB,surp_tradebal,0
ZN,cum15,LGB,surp_indprod,0
ZN,cum15,LGB,surp_fedratedec,0
ZN,cum15,RF,VIXCLS,10
ZN,cum15,RF,surp_dgorders,9
ZN,cum15,RF,surp_tradebal,8
ZN,cum15,RF,surp_newhomesales,7
ZN,cum15,RF,surp_indprod,6
ZN,cum15,RF,surp_consconfid,5
ZN,cum15,RF,surp_ism_pmi,4
ZN,cum15,RF,surp_retsales,3
ZN,cum15,RF,surp_nfp,2
ZN,cum15,RF,surp_avghourlyearnings,1
ZN,cum15,RF,surp_unemp,0
ZN,cum15,RF,surp_corecpi,0
ZN,cum15,RF,surp_gdp,0
ZN,cum15,RF,surp_cpi,0
ZN,cum15,RF,surp_fedratedec,0
ZN,cum3,LGB,VIXCLS,1
ZN,cum3,LGB,surp_nfp,0
ZN,cum3,LGB,surp_unemp,0
ZN,cum3,LGB,surp_corecpi,0
ZN,cum3,LGB,surp_gdp,0
ZN,cum3,LGB,surp_retsales,0
ZN,cum3,LGB,surp_ism_pmi,0
ZN,cum3,LGB,surp_dgorders,0
ZN,cum3,LGB,surp_newhomesales,0
ZN,cum3,LGB,surp_consconfid,0
ZN,cum3,LGB,surp_avghourlyearnings,0
ZN,cum3,LGB,surp_cpi,0
ZN,cum3,LGB,surp_tradebal,0
ZN,cum3,LGB,surp_indprod,0
ZN,cum3,LGB,surp_fedratedec,0
ZN,cum3,RF,VIXCLS,10
ZN,cum3,RF,surp_dgorders,9
ZN,cum3,RF,surp_tradebal,8
ZN,cum3,RF,surp_retsales,7
ZN,cum3,RF,surp_ism_pmi,6
ZN,cum3,RF,surp_newhomesales,5
ZN,cum3,RF,surp_consconfid,4
ZN,cum3,RF,surp_indprod,3
ZN,cum3,RF,surp_nfp,2
ZN,cum3,RF,surp_unemp,1
ZN,cum3,RF,surp_corecpi,0
ZN,cum3,RF,surp_gdp,0
