release_date,date,value
2004-08-06,2004-07-01,5.5
2004-09-03,2004-08-01,5.4
2004-10-08,2004-09-01,5.4
2004-11-05,2004-10-01,5.5
2004-12-03,2004-11-01,5.4
2005-01-07,2004-12-01,5.4
2005-02-04,2005-01-01,5.2
2005-03-04,2005-02-01,5.4
2005-04-01,2005-03-01,5.2
2005-05-06,2005-04-01,5.2
2005-06-03,2005-05-01,5.1
2005-07-08,2005-06-01,5.0
2005-08-05,2005-07-01,5.0
2005-09-02,2005-08-01,4.9
2005-10-07,2005-09-01,5.1
2005-11-04,2005-10-01,5.0
2005-12-02,2005-11-01,5.0
2006-01-06,2005-12-01,4.9
2006-02-03,2006-01-01,4.7
2006-03-10,2006-02-01,4.8
2006-04-07,2006-03-01,4.7
2006-05-05,2006-04-01,4.7
2006-06-02,2006-05-01,4.6
2006-07-07,2006-06-01,4.6
2006-08-04,2006-07-01,4.8
2006-09-01,2006-08-01,4.7
2006-10-06,2006-09-01,4.6
2006-11-03,2006-10-01,4.4
2006-12-08,2006-11-01,4.5
2007-01-05,2006-12-01,4.5
2007-02-02,2007-01-01,4.6
2007-03-09,2007-02-01,4.5
2007-04-06,2007-03-01,4.4
2007-05-04,2007-04-01,4.5
2007-06-01,2007-05-01,4.5
2007-07-06,2007-06-01,4.5
2007-08-03,2007-07-01,4.6
2007-09-07,2007-08-01,4.6
2007-10-05,2007-09-01,4.7
2007-11-02,2007-10-01,4.7
2007-12-07,2007-11-01,4.7
2008-01-04,2007-12-01,5.0
2008-02-01,2008-01-01,4.9
2008-03-07,2008-02-01,4.8
2008-04-04,2008-03-01,5.1
2008-05-02,2008-04-01,5.0
2008-06-06,2008-05-01,5.5
2008-07-03,2008-06-01,5.5
2008-08-01,2008-07-01,5.7
2008-09-05,2008-08-01,6.1
2008-10-03,2008-09-01,6.1
2008-11-07,2008-10-01,6.5
2008-12-05,2008-11-01,6.7
2009-01-09,2008-12-01,7.2
2009-02-06,2009-01-01,7.6
2009-03-06,2009-02-01,8.1
2009-04-03,2009-03-01,8.5
2009-05-08,2009-04-01,8.9
2009-06-05,2009-05-01,9.4
2009-07-02,2009-06-01,9.5
2009-08-07,2009-07-01,9.4
2009-09-04,2009-08-01,9.7
2009-10-02,2009-09-01,9.8
2009-11-06,2009-10-01,10.2
2009-12-04,2009-11-01,10.0
2010-01-08,2009-12-01,10.0
2010-02-05,2010-01-01,9.7
2010-03-05,2010-02-01,9.7
2010-04-02,2010-03-01,9.7
2010-05-07,2010-04-01,9.9
2010-06-04,2010-05-01,9.7
2010-07-02,2010-06-01,9.5
2010-08-06,2010-07-01,9.5
2010-09-03,2010-08-01,9.6
2010-10-08,2010-09-01,9.6
2010-11-05,2010-10-01,9.6
2010-12-03,2010-11-01,9.8
2011-01-07,2010-12-01,9.4
2011-02-04,2011-01-01,9.0
2011-03-04,2011-02-01,8.9
2011-04-01,2011-03-01,8.8
2011-05-06,2011-04-01,9.0
2011-06-03,2011-05-01,9.1
2011-07-08,2011-06-01,9.2
2011-08-05,2011-07-01,9.1
2011-09-02,2011-08-01,9.1
2011-10-07,2011-09-01,9.1
2011-11-04,2011-10-01,9.0
2011-12-02,2011-11-01,8.6
2012-01-06,2011-12-01,8.5
2012-02-03,2012-01-01,8.3
2012-03-09,2012-02-01,8.3
2012-04-06,2012-03-01,8.2
