release_date,date,value
2000-03-15,2000-02-01,0.281628504475
2000-04-14,2000-03-01,0.2753712215890941
2000-05-15,2000-04-01,0.8953148699511304
2000-06-15,2000-05-01,0.37809157754009154
2000-07-14,2000-06-01,0.20581407435639587
2000-08-15,2000-07-01,0.3709024602505682
2000-09-15,2000-08-01,0.3264305439820518
2000-10-17,2000-09-01,0.24174495906818572
2000-11-15,2000-10-01,-0.11877943886955189
2000-12-15,2000-11-01,-0.23095618546318405
2001-01-17,2000-12-01,-0.5515686287747202
2001-02-16,2001-01-01,-0.3045182643137039
2001-03-16,2001-02-01,-0.5578259092766574
2001-04-17,2001-03-01,0.3810568158453921
2001-05-14,2001-04-01,-0.31790157436969413
2001-06-15,2001-05-01,-0.7689160987041502
2001-07-17,2001-06-01,-0.682325062726502
2001-08-15,2001-07-01,-0.0874284835004966
2001-09-14,2001-08-01,-0.7588668896977814
2001-10-16,2001-09-01,-1.0257206145858173
2001-11-16,2001-10-01,-1.0540446477402736
2001-12-14,2001-11-01,-0.2995252669918632
2002-01-16,2001-12-01,-0.12125373439588383
2002-02-15,2002-01-01,-0.1075622873449613
2002-03-15,2002-02-01,0.3814427726440593
2002-04-16,2002-03-01,0.7159540976947255
2002-05-15,2002-04-01,0.38016505078486784
2002-06-14,2002-05-01,0.1703846955721509
2002-07-16,2002-06-01,0.7923134836697305
2002-08-15,2002-07-01,0.1737359640565922
2002-09-17,2002-08-01,-0.2540809084457091
2002-10-17,2002-09-01,-0.10168093518018195
2002-11-15,2002-10-01,-0.8061242656222217
2002-12-17,2002-11-01,0.12742307170937178
2003-01-17,2002-12-01,-0.18500636241392537
2003-02-14,2003-01-01,0.734234356729124
2003-03-14,2003-02-01,0.12345567760946594
2003-04-15,2003-03-01,-0.5094666859372678
2003-05-15,2003-04-01,-0.4810048463507171
2003-06-17,2003-05-01,0.12975027640463435
2003-07-16,2003-06-01,0.08577894583150285
2003-08-15,2003-07-01,0.4693078166230016
2003-09-15,2003-08-01,0.07082217278793185
2003-10-16,2003-09-01,0.3884764100422942
2003-11-14,2003-10-01,0.1864751710102816
2003-12-16,2003-11-01,0.895090402344025
2004-01-16,2003-12-01,0.07957770763150518
2004-02-17,2004-01-01,0.7838101142502925
2004-03-15,2004-02-01,0.732262629991999
2004-04-16,2004-03-01,-0.22999120109420926
2004-05-14,2004-04-01,0.7964300372889995
2004-06-16,2004-05-01,1.0873981104513046
2004-07-15,2004-06-01,-0.2951928192630548
2004-08-17,2004-07-01,0.39826525675582153
2004-09-15,2004-08-01,0.11761372904200652
2004-10-15,2004-09-01,0.14678741576891047
2004-11-17,2004-10-01,0.7160231594093653
2004-12-14,2004-11-01,0.25233581122552706
2005-01-14,2004-12-01,0.8396672144617988
2005-02-16,2005-01-01,0.03655716520438547
2005-03-16,2005-02-01,0.34070395199633957
2005-04-15,2005-03-01,0.29701462225832576
2005-05-17,2005-04-01,-0.19408136228240017
2005-06-15,2005-05-01,0.402826556086827
2005-07-15,2005-06-01,0.86486668745943
2005-08-16,2005-07-01,0.05361031998660342
2005-09-14,2005-08-01,0.14392582799189751
2005-10-14,2005-09-01,-1.3334893947881037
2005-11-17,2005-10-01,0.9479338224284989
2005-12-15,2005-11-01,0.6930967563071805
2006-01-17,2005-12-01,0.6169274628972691
2006-02-15,2006-01-01,-0.24425768280877883
2006-03-17,2006-02-01,0.6554341116235104
2006-04-14,2006-03-01,0.5796438206748994
2006-05-16,2006-04-01,0.7671821606585487
2006-06-15,2006-05-01,-0.0827154188493081
2006-07-17,2006-06-01,0.7906767626856783
2006-08-16,2006-07-01,0.3723871234686226
2006-09-15,2006-08-01,-0.14393581463806876
2006-10-17,2006-09-01,-0.5969441100752999
2006-11-16,2006-10-01,0.2372290936349454
2006-12-15,2006-11-01,0.17792927779442655
2007-01-17,2006-12-01,0.38056995327461357
2007-02-15,2007-01-01,-0.4862409546646269
2007-03-16,2007-02-01,0.9583356012752807
2007-04-17,2007-03-01,-0.15834553765589185
2007-05-16,2007-04-01,0.7128836728165993
2007-06-15,2007-05-01,-0.03716819183399592
2007-07-17,2007-06-01,0.5462309708260075
2007-08-15,2007-07-01,0.34246394258308827
2007-09-14,2007-08-01,0.22273587624188662
2007-10-16,2007-09-01,0.05669678245760017
2007-11-16,2007-10-01,-0.5052603282053827
2007-12-14,2007-11-01,0.2752019776510669
2008-01-16,2007-12-01,-0.04429132995023544
2008-02-15,2008-01-01,0.09340487948492401
2008-03-17,2008-02-01,-0.5379157536596115
2008-04-16,2008-03-01,0.3284687860702819
2008-05-15,2008-04-01,-0.7163593727256564
2008-06-17,2008-05-01,-0.17686513965595485
2008-07-16,2008-06-01,0.48377870834052245
2008-08-15,2008-07-01,0.22591670564872296
2008-09-15,2008-08-01,-1.1371122350480178
2008-10-16,2008-09-01,-2.814689702728237
2008-11-17,2008-10-01,1.264420109150141
2008-12-15,2008-11-01,-0.6193188522793867
2009-01-16,2008-12-01,-2.0013754312412124
2009-02-18,2009-01-01,-1.82264191524177
2009-03-16,2009-02-01,-1.448287175108759
2009-04-15,2009-03-01,-1.4796940448005742
2009-05-15,2009-04-01,-0.5042828165630301
2009-06-16,2009-05-01,-1.127172639189216
2009-07-15,2009-06-01,-0.3951974891124945
2009-08-14,2009-07-01,0.5382522620108964
2009-09-16,2009-08-01,0.7786797504997934
2009-10-16,2009-09-01,0.6613484802479799
2009-11-17,2009-10-01,0.050011260141738144
2009-12-15,2009-11-01,0.8286133198678596
2010-01-15,2009-12-01,0.6379146871880316
2010-02-17,2010-01-01,0.9343143267523009
2010-03-15,2010-02-01,0.07670292382824614
2010-04-15,2010-03-01,0.09417383149583171
2010-05-14,2010-04-01,0.7966819865895671
2010-06-16,2010-05-01,1.240944216668014
2010-07-15,2010-06-01,0.07353943119412662
2010-08-17,2010-07-01,0.9869377790223715
2010-09-15,2010-08-01,0.15774345198119427
2010-10-18,2010-09-01,-0.2224887042549003
2010-11-16,2010-10-01,0.009639452350580821
2010-12-15,2010-11-01,0.41547425022138057
2011-01-14,2010-12-01,0.8416973397092298
2011-02-16,2011-01-01,-0.056513198668048416
2011-03-17,2011-02-01,-0.08109875735775075
2011-04-15,2011-03-01,0.7998035494648186
2011-05-17,2011-04-01,-0.012243793256042374
2011-06-15,2011-05-01,0.10367636609492081
2011-07-15,2011-06-01,0.1937775863924993
2011-08-16,2011-07-01,0.9056078021595251
2011-09-15,2011-08-01,0.18291214890348725
2011-10-17,2011-09-01,0.18615021151983815
2011-11-16,2011-10-01,0.6814956549469764
2011-12-15,2011-11-01,-0.2233829202029481
2012-01-18,2011-12-01,0.4374107392241559
2012-02-15,2012-01-01,0.028577984521996797
2012-03-16,2012-02-01,0.02080007488028021
2012-04-17,2012-03-01,-0.00476323116892425
2012-05-16,2012-04-01,1.0864794020316348
2012-06-15,2012-05-01,-0.09427267807317338
2012-07-17,2012-06-01,0.4251819005476284
2012-08-15,2012-07-01,0.646442206711624
2012-09-14,2012-08-01,-1.163737926219016
2012-10-16,2012-09-01,0.4095739727019611
2012-11-16,2012-10-01,-0.43398079969981346
2012-12-14,2012-11-01,1.0527166681175446
2013-01-16,2012-12-01,0.25930275461906327
2013-02-15,2013-01-01,-0.0987654821224313
2013-03-15,2013-02-01,0.7138280395135915
2013-04-16,2013-03-01,0.40717409670233884
2013-05-15,2013-04-01,-0.5346780196767145
2013-06-14,2013-05-01,0.035889715163414666
2013-07-16,2013-06-01,0.3127212112680957
