release_date,date,value
1997-01-10,1996-12-01,262
1997-02-07,1997-01-01,271
1997-03-07,1997-02-01,339
1997-04-04,1997-03-01,175
1997-05-02,1997-04-01,142
1997-06-06,1997-05-01,138
1997-07-03,1997-06-01,217
1997-08-01,1997-07-01,316
1997-09-05,1997-08-01,49
1997-10-03,1997-09-01,215
1997-11-07,1997-10-01,284
1997-12-05,1997-11-01,404
1998-01-09,1997-12-01,370
1998-02-06,1998-01-01,358
1998-03-06,1998-02-01,310
1998-04-03,1998-03-01,-36
1998-05-08,1998-04-01,262
1998-06-05,1998-05-01,296
1998-07-02,1998-06-01,205
1998-08-07,1998-07-01,66
1998-09-04,1998-08-01,365
1998-10-02,1998-09-01,69
1998-11-05,1998-10-01,116
1998-12-04,1998-11-01,267
1999-01-08,1998-12-01,378
1999-02-05,1999-01-01,245
1999-03-05,1999-02-01,275
1999-04-02,1999-03-01,46
1999-05-07,1999-04-01,234
1999-06-04,1999-05-01,11
1999-07-02,1999-06-01,268
1999-08-06,1999-07-01,310
1999-09-03,1999-08-01,124
1999-10-08,1999-09-01,-8
1999-11-05,1999-10-01,310
1999-12-03,1999-11-01,234
2000-01-07,1999-12-01,315
2000-02-04,2000-01-01,387
2000-03-03,2000-02-01,43
2000-04-07,2000-03-01,416
2000-05-05,2000-04-01,340
2000-06-02,2000-05-01,231
2000-07-07,2000-06-01,11
2000-08-04,2000-07-01,-108
2000-09-01,2000-08-01,-105
2000-10-06,2000-09-01,252
2000-11-03,2000-10-01,137
2000-12-08,2000-11-01,94
2001-01-05,2000-12-01,105
2001-02-02,2001-01-01,268
2001-03-09,2001-02-01,135
2001-04-06,2001-03-01,-86
2001-05-04,2001-04-01,-223
2001-06-01,2001-05-01,-19
2001-07-06,2001-06-01,-114
2001-08-03,2001-07-01,-42
2001-09-07,2001-08-01,-113
2001-10-05,2001-09-01,-199
2001-11-02,2001-10-01,-415
2001-12-07,2001-11-01,-331
2002-01-04,2001-12-01,-124
2002-02-01,2002-01-01,-89
2002-03-08,2002-02-01,66
2002-04-05,2002-03-01,58
2002-05-03,2002-04-01,43
2002-06-07,2002-05-01,41
2002-07-05,2002-06-01,36
2002-08-02,2002-07-01,6
2002-09-06,2002-08-01,39
2002-10-04,2002-09-01,-43
2002-11-01,2002-10-01,-5
2002-12-06,2002-11-01,-40
2003-01-10,2002-12-01,-101
2003-02-07,2003-01-01,143
2003-03-07,2003-02-01,-308
2003-04-04,2003-03-01,-108
2003-05-02,2003-04-01,-48
2003-06-06,2003-05-01,-17
2003-07-03,2003-06-01,-30
2003-08-01,2003-07-01,-44
2003-09-05,2003-08-01,-93
2003-10-03,2003-09-01,57
2003-11-07,2003-10-01,126
2003-12-05,2003-11-01,57
2004-01-09,2003-12-01,1
2004-02-06,2004-01-01,112
2004-03-05,2004-02-01,21
2004-04-02,2004-03-01,308
2004-05-07,2004-04-01,288
2004-06-04,2004-05-01,248
2004-07-02,2004-06-01,112
2004-08-06,2004-07-01,32
2004-09-03,2004-08-01,144
2004-10-08,2004-09-01,96
2004-11-05,2004-10-01,337
2004-12-03,2004-11-01,112
2005-01-07,2004-12-01,157
2005-02-04,2005-01-01,146
2005-03-04,2005-02-01,262
2005-04-01,2005-03-01,110
2005-05-06,2005-04-01,274
2005-06-03,2005-05-01,78
2005-07-08,2005-06-01,146
2005-08-05,2005-07-01,207
2005-09-02,2005-08-01,169
2005-10-07,2005-09-01,-35
2005-11-04,2005-10-01,56
2005-12-02,2005-11-01,215
2006-01-06,2005-12-01,108
2006-02-03,2006-01-01,193
2006-03-10,2006-02-01,243
2006-04-07,2006-03-01,211
2006-05-05,2006-04-01,138
2006-06-02,2006-05-01,75
2006-07-07,2006-06-01,121
2006-08-04,2006-07-01,113
2006-09-01,2006-08-01,128
2006-10-06,2006-09-01,51
2006-11-03,2006-10-01,92
2006-12-08,2006-11-01,132
2007-01-05,2006-12-01,167
2007-02-02,2007-01-01,111
2007-03-09,2007-02-01,97
2007-04-06,2007-03-01,180
2007-05-04,2007-04-01,88
2007-06-01,2007-05-01,157
2007-07-06,2007-06-01,132
2007-08-03,2007-07-01,92
2007-09-07,2007-08-01,-4
2007-10-05,2007-09-01,110
2007-11-02,2007-10-01,166
2007-12-07,2007-11-01,94
2008-01-04,2007-12-01,18
2008-02-01,2008-01-01,-17
2008-03-07,2008-02-01,-63
2008-04-04,2008-03-01,-80
2008-05-02,2008-04-01,-20
2008-06-06,2008-05-01,-49
2008-07-03,2008-06-01,-62
2008-08-01,2008-07-01,-51
2008-09-05,2008-08-01,-84
2008-10-03,2008-09-01,-159
2008-11-07,2008-10-01,-240
2008-12-05,2008-11-01,-533
2009-01-09,2008-12-01,-524
2009-02-06,2009-01-01,-598
2009-03-06,2009-02-01,-651
2009-04-03,2009-03-01,-663
2009-05-08,2009-04-01,-539
2009-06-05,2009-05-01,-345
2009-07-02,2009-06-01,-467
2009-08-07,2009-07-01,-247
2009-09-04,2009-08-01,-216
2009-10-02,2009-09-01,-263
2009-11-06,2009-10-01,-190
2009-12-04,2009-11-01,-11
2010-01-08,2009-12-01,-85
2010-02-05,2010-01-01,-20
2010-03-05,2010-02-01,-36
2010-04-02,2010-03-01,162
2010-05-07,2010-04-01,290
2010-06-04,2010-05-01,431
2010-07-02,2010-06-01,-125
2010-08-06,2010-07-01,-131
2010-09-03,2010-08-01,-54
2010-10-08,2010-09-01,-95
2010-11-05,2010-10-01,151
2010-12-03,2010-11-01,39
2011-01-07,2010-12-01,103
2011-02-04,2011-01-01,36
2011-03-04,2011-02-01,192
2011-04-01,2011-03-01,216
2011-05-06,2011-04-01,244
2011-06-03,2011-05-01,54
2011-07-08,2011-06-01,18
2011-08-05,2011-07-01,117
2011-09-02,2011-08-01,0
2011-10-07,2011-09-01,103
2011-11-04,2011-10-01,80
2011-12-02,2011-11-01,120
2012-01-06,2011-12-01,200
2012-02-03,2012-01-01,243
2012-03-09,2012-02-01,227
2012-04-06,2012-03-01,120
2012-05-04,2012-04-01,115
2012-06-01,2012-05-01,69
2012-07-06,2012-06-01,80
2012-08-03,2012-07-01,163
2012-09-07,2012-08-01,96
2012-10-05,2012-09-01,114
2012-11-02,2012-10-01,171
2012-12-07,2012-11-01,146
2013-01-04,2012-12-01,155
2013-02-01,2013-01-01,157
2013-03-08,2013-02-01,236
2013-04-05,2013-03-01,88
2013-05-03,2013-04-01,165
2013-06-07,2013-05-01,175
2013-07-05,2013-06-01,195
2013-08-02,2013-07-01,162
2013-09-06,2013-08-01,169
2013-10-22,2013-09-01,148
2013-11-08,2013-10-01,204
2013-12-06,2013-11-01,203
2014-01-10,2013-12-01,74
2014-02-07,2014-01-01,113
2014-03-07,2014-02-01,175
2014-04-04,2014-03-01,192
2014-05-02,2014-04-01,288
2014-06-06,2014-05-01,217
2014-07-03,2014-06-01,288
2014-08-01,2014-07-01,209
2014-09-05,2014-08-01,142
2014-10-03,2014-09-01,248
2014-11-07,2014-10-01,214
2014-12-05,2014-11-01,321
2015-01-09,2014-12-01,252
2015-02-06,2015-01-01,257
2015-03-06,2015-02-01,295
2015-04-03,2015-03-01,126
2015-05-08,2015-04-01,223
2015-06-05,2015-05-01,280
2015-07-02,2015-06-01,223
2015-08-07,2015-07-01,215
2015-09-04,2015-08-01,173
2015-10-02,2015-09-01,142
2015-11-06,2015-10-01,271
2015-12-04,2015-11-01,211
2016-01-08,2015-12-01,292
2016-02-05,2016-01-01,151
2016-03-04,2016-02-01,242
2016-04-01,2016-03-01,215
2016-05-06,2016-04-01,160
2016-06-03,2016-05-01,38
2016-07-08,2016-06-01,287
2016-08-05,2016-07-01,255
2016-09-02,2016-08-01,151
2016-10-07,2016-09-01,156
2016-11-04,2016-10-01,161
2016-12-02,2016-11-01,178
2017-01-06,2016-12-01,156
2017-02-03,2017-01-01,227
2017-03-10,2017-02-01,235
2017-04-07,2017-03-01,98
2017-05-05,2017-04-01,211
2017-06-02,2017-05-01,138
2017-07-07,2017-06-01,222
2017-08-04,2017-07-01,209
2017-09-01,2017-08-01,156
2017-10-06,2017-09-01,-33
2017-11-03,2017-10-01,261
2017-12-08,2017-11-01,228
2018-01-05,2017-12-01,148
2018-02-02,2018-01-01,200
2018-03-09,2018-02-01,313
2018-04-06,2018-03-01,103
2018-05-04,2018-04-01,164
2018-06-01,2018-05-01,223
2018-07-06,2018-06-01,213
2018-08-03,2018-07-01,157
2018-09-07,2018-08-01,201
2018-10-05,2018-09-01,134
2018-11-02,2018-10-01,250
2018-12-07,2018-11-01,155
2019-01-04,2018-12-01,312
2019-02-01,2019-01-01,304
2019-03-08,2019-02-01,20
2019-04-05,2019-03-01,196
2019-05-03,2019-04-01,263
2019-06-07,2019-05-01,75
2019-07-05,2019-06-01,224
2019-08-02,2019-07-01,164
2019-09-06,2019-08-01,130
2019-10-04,2019-09-01,136
2019-11-01,2019-10-01,128
2019-12-06,2019-11-01,266
2020-01-10,2019-12-01,145
2020-02-07,2020-01-01,225
2020-03-06,2020-02-01,273
2020-04-03,2020-03-01,-701
2020-05-08,2020-04-01,-20500
2020-06-05,2020-05-01,2509
2020-07-02,2020-06-01,4800
2020-08-07,2020-07-01,1763
2020-09-04,2020-08-01,1371
2020-10-02,2020-09-01,661
2020-11-06,2020-10-01,638
2020-12-04,2020-11-01,245
2021-01-08,2020-12-01,-140
2021-02-05,2021-01-01,49
2021-03-05,2021-02-01,379
2021-04-02,2021-03-01,916
2021-05-07,2021-04-01,266
2021-06-04,2021-05-01,559
2021-07-02,2021-06-01,850
2021-08-06,2021-07-01,943
2021-09-03,2021-08-01,235
2021-10-08,2021-09-01,194
2021-11-05,2021-10-01,531
2021-12-03,2021-11-01,210
2022-01-07,2021-12-01,199
2022-02-04,2022-01-01,467
2022-03-04,2022-02-01,678
2022-04-01,2022-03-01,431
2022-05-06,2022-04-01,428
2022-06-03,2022-05-01,390
2022-07-08,2022-06-01,372
2022-08-05,2022-07-01,528
2022-09-02,2022-08-01,315
2022-10-07,2022-09-01,263
2022-11-04,2022-10-01,261
2022-12-02,2022-11-01,263
2023-01-06,2022-12-01,223
2023-02-03,2023-01-01,517
2023-03-10,2023-02-01,311
2023-04-07,2023-03-01,236
2023-05-05,2023-04-01,253
2023-06-02,2023-05-01,339
2023-07-07,2023-06-01,209
2023-08-04,2023-07-01,187
2023-09-01,2023-08-01,187
2023-10-06,2023-09-01,336
2023-11-03,2023-10-01,150
2023-12-08,2023-11-01,199
2024-01-05,2023-12-01,216
2024-02-02,2024-01-01,353
2024-03-08,2024-02-01,275
2024-04-05,2024-03-01,303
2024-05-03,2024-04-01,175
2024-06-07,2024-05-01,272
2024-07-05,2024-06-01,206
2024-08-02,2024-07-01,114
2024-09-06,2024-08-01,142
2024-10-04,2024-09-01,254
2024-11-01,2024-10-01,12
2024-12-06,2024-11-01,227
2025-01-10,2024-12-01,256
2025-02-07,2025-01-01,143
2025-03-07,2025-02-01,151
2025-04-04,2025-03-01,228
2025-05-02,2025-04-01,177
2025-06-06,2025-05-01,139
2025-07-03,2025-06-01,147
2025-08-01,2025-07-01,73
2025-09-05,2025-08-01,22
2025-11-20,2025-09-01,119
2025-12-16,2025-10-01,-105
2025-12-16,2025-11-01,64
