Asset,Horizon,Model,Feature,Rank,MaxRank
CADUSD,cum10,Fwd (Cp),surp_nfp,0,14
CADUSD,cum10,Fwd (Cp),surp_unemp,11,14
CADUSD,cum10,Fwd (Cp),surp_corecpi,10,14
CADUSD,cum10,Fwd (Cp),surp_gdp,0,14
CADUSD,cum10,Fwd (Cp),surp_retsales,0,14
CADUSD,cum10,Fwd (Cp),surp_ism_pmi,13,14
CADUSD,cum10,Fwd (Cp),surp_dgorders,0,14
CADUSD,cum10,Fwd (Cp),surp_newhomesales,14,14
CADUSD,cum10,Fwd (Cp),surp_consconfid,0,14
CADUSD,cum10,Fwd (Cp),surp_avghourlyearnings,12,14
CADUSD,cum10,Fwd (Cp),surp_cpi,0,14
CADUSD,cum10,Fwd (Cp),surp_tradebal,0,14
CADUSD,cum10,Fwd (Cp),surp_indprod,0,14
CADUSD,cum10,Fwd (Cp),surp_fedratedec,0,14
CADUSD,cum10,Fwd (CV),surp_nfp,0,14
CADUSD,cum10,Fwd (CV),surp_unemp,0,14
CADUSD,cum10,Fwd (CV),surp_corecpi,0,14
CADUSD,cum10,Fwd (CV),surp_gdp,0,14
CADUSD,cum10,Fwd (CV),surp_retsales,0,14
CADUSD,cum10,Fwd (CV),surp_ism_pmi,0,14
CADUSD,cum10,Fwd (CV),surp_dgorders,0,14
CADUSD,cum10,Fwd (CV),surp_newhomesales,0,14
CADUSD,cum10,Fwd (CV),surp_consconfid,0,14
CADUSD,cum10,Fwd (CV),surp_avghourlyearnings,0,14
CADUSD,cum10,Fwd (CV),surp_cpi,0,14
CADUSD,cum10,Fwd (CV),surp_tradebal,0,14
CADUSD,cum10,Fwd (CV),surp_indprod,0,14
CADUSD,cum10,Fwd (CV),surp_fedratedec,0,14
CADUSD,cum10,Bwd (Cp),surp_nfp,0,14
CADUSD,cum10,Bwd (Cp),surp_unemp,11,14
CADUSD,cum10,Bwd (Cp),surp_corecpi,10,14
CADUSD,cum10,Bwd (Cp),surp_gdp,0,14
CADUSD,cum10,Bwd (Cp),surp_retsales,0,14
CADUSD,cum10,Bwd (Cp),surp_ism_pmi,13,14
CADUSD,cum10,Bwd (Cp),surp_dgorders,0,14
CADUSD,cum10,Bwd (Cp),surp_newhomesales,14,14
CADUSD,cum10,Bwd (Cp),surp_consconfid,0,14
CADUSD,cum10,Bwd (Cp),surp_avghourlyearnings,12,14
CADUSD,cum10,Bwd (Cp),surp_cpi,0,14
CADUSD,cum10,Bwd (Cp),surp_tradebal,0,14
CADUSD,cum10,Bwd (Cp),surp_indprod,0,14
CADUSD,cum10,Bwd (Cp),surp_fedratedec,0,14
CADUSD,cum10,Bwd (CV),surp_nfp,0,14
CADUSD,cum10,Bwd (CV),surp_unemp,0,14
CADUSD,cum10,Bwd (CV),surp_corecpi,0,14
CADUSD,cum10,Bwd (CV),surp_gdp,0,14
CADUSD,cum10,Bwd (CV),surp_retsales,0,14
CADUSD,cum10,Bwd (CV),surp_ism_pmi,14,14
CADUSD,cum10,Bwd (CV),surp_dgorders,0,14
CADUSD,cum10,Bwd (CV),surp_newhomesales,0,14
CADUSD,cum10,Bwd (CV),surp_consconfid,0,14
CADUSD,cum10,Bwd (CV),surp_avghourlyearnings,0,14
CADUSD,cum10,Bwd (CV),surp_cpi,0,14
CADUSD,cum10,Bwd (CV),surp_tradebal,0,14
CADUSD,cum10,Bwd (CV),surp_indprod,0,14
CADUSD,cum10,Bwd (CV),surp_fedratedec,0,14
CADUSD,cum10,Lasso,surp_nfp,0,14
CADUSD,cum10,Lasso,surp_unemp,0,14
CADUSD,cum10,Lasso,surp_corecpi,0,14
CADUSD,cum10,Lasso,surp_gdp,0,14
CADUSD,cum10,Lasso,surp_retsales,0,14
CADUSD,cum10,Lasso,surp_ism_pmi,0,14
CADUSD,cum10,Lasso,surp_dgorders,0,14
CADUSD,cum10,Lasso,surp_newhomesales,0,14
CADUSD,cum10,Lasso,surp_consconfid,0,14
CADUSD,cum10,Lasso,surp_avghourlyearnings,0,14
CADUSD,cum10,Lasso,surp_cpi,0,14
CADUSD,cum10,Lasso,surp_tradebal,0,14
CADUSD,cum10,Lasso,surp_indprod,0,14
CADUSD,cum10,Lasso,surp_fedratedec,0,14
CADUSD,cum10,Ridge,surp_nfp,0,14
CADUSD,cum10,Ridge,surp_unemp,0,14
CADUSD,cum10,Ridge,surp_corecpi,0,14
CADUSD,cum10,Ridge,surp_gdp,0,14
CADUSD,cum10,Ridge,surp_retsales,0,14
CADUSD,cum10,Ridge,surp_ism_pmi,0,14
CADUSD,cum10,Ridge,surp_dgorders,0,14
CADUSD,cum10,Ridge,surp_newhomesales,0,14
CADUSD,cum10,Ridge,surp_consconfid,0,14
CADUSD,cum10,Ridge,surp_avghourlyearnings,0,14
CADUSD,cum10,Ridge,surp_cpi,0,14
CADUSD,cum10,Ridge,surp_tradebal,0,14
CADUSD,cum10,Ridge,surp_indprod,0,14
CADUSD,cum10,Ridge,surp_fedratedec,0,14
CADUSD,cum10,LGB,surp_nfp,9,14
CADUSD,cum10,LGB,surp_unemp,8,14
CADUSD,cum10,LGB,surp_corecpi,7,14
CADUSD,cum10,LGB,surp_gdp,6,14
CADUSD,cum10,LGB,surp_retsales,5,14
CADUSD,cum10,LGB,surp_ism_pmi,4,14
CADUSD,cum10,LGB,surp_dgorders,3,14
CADUSD,cum10,LGB,surp_newhomesales,2,14
CADUSD,cum10,LGB,surp_consconfid,1,14
CADUSD,cum10,LGB,surp_avghourlyearnings,0,14
CADUSD,cum10,LGB,surp_cpi,0,14
CADUSD,cum10,LGB,surp_tradebal,0,14
CADUSD,cum10,LGB,surp_indprod,0,14
CADUSD,cum10,LGB,surp_fedratedec,0,14
CADUSD,cum10,RF,surp_nfp,8,14
CADUSD,cum10,RF,surp_unemp,0,14
CADUSD,cum10,RF,surp_corecpi,3,14
CADUSD,cum10,RF,surp_gdp,0,14
CADUSD,cum10,RF,surp_retsales,0,14
CADUSD,cum10,RF,surp_ism_pmi,9,14
CADUSD,cum10,RF,surp_dgorders,7,14
CADUSD,cum10,RF,surp_newhomesales,6,14
CADUSD,cum10,RF,surp_consconfid,5,14
CADUSD,cum10,RF,surp_avghourlyearnings,0,14
CADUSD,cum10,RF,surp_cpi,1,14
CADUSD,cum10,RF,surp_tradebal,4,14
CADUSD,cum10,RF,surp_indprod,2,14
CADUSD,cum10,RF,surp_fedratedec,0,14
GBPUSD,cum10,Fwd (Cp),surp_nfp,0,14
GBPUSD,cum10,Fwd (Cp),surp_unemp,13,14
GBPUSD,cum10,Fwd (Cp),surp_corecpi,12,14
GBPUSD,cum10,Fwd (Cp),surp_gdp,0,14
GBPUSD,cum10,Fwd (Cp),surp_retsales,0,14
GBPUSD,cum10,Fwd (Cp),surp_ism_pmi,0,14
GBPUSD,cum10,Fwd (Cp),surp_dgorders,0,14
GBPUSD,cum10,Fwd (Cp),surp_newhomesales,14,14
GBPUSD,cum10,Fwd (Cp),surp_consconfid,10,14
GBPUSD,cum10,Fwd (Cp),surp_avghourlyearnings,0,14
GBPUSD,cum10,Fwd (Cp),surp_cpi,11,14
GBPUSD,cum10,Fwd (Cp),surp_tradebal,0,14
GBPUSD,cum10,Fwd (Cp),surp_indprod,9,14
GBPUSD,cum10,Fwd (Cp),surp_fedratedec,0,14
GBPUSD,cum10,Fwd (CV),surp_nfp,0,14
GBPUSD,cum10,Fwd (CV),surp_unemp,0,14
GBPUSD,cum10,Fwd (CV),surp_corecpi,0,14
GBPUSD,cum10,Fwd (CV),surp_gdp,0,14
GBPUSD,cum10,Fwd (CV),surp_retsales,0,14
GBPUSD,cum10,Fwd (CV),surp_ism_pmi,0,14
GBPUSD,cum10,Fwd (CV),surp_dgorders,0,14
GBPUSD,cum10,Fwd (CV),surp_newhomesales,0,14
GBPUSD,cum10,Fwd (CV),surp_consconfid,0,14
GBPUSD,cum10,Fwd (CV),surp_avghourlyearnings,0,14
GBPUSD,cum10,Fwd (CV),surp_cpi,0,14
GBPUSD,cum10,Fwd (CV),surp_tradebal,0,14
GBPUSD,cum10,Fwd (CV),surp_indprod,0,14
GBPUSD,cum10,Fwd (CV),surp_fedratedec,0,14
GBPUSD,cum10,Bwd (Cp),surp_nfp,0,14
GBPUSD,cum10,Bwd (Cp),surp_unemp,13,14
GBPUSD,cum10,Bwd (Cp),surp_corecpi,12,14
GBPUSD,cum10,Bwd (Cp),surp_gdp,0,14
GBPUSD,cum10,Bwd (Cp),surp_retsales,0,14
GBPUSD,cum10,Bwd (Cp),surp_ism_pmi,0,14
GBPUSD,cum10,Bwd (Cp),surp_dgorders,0,14
GBPUSD,cum10,Bwd (Cp),surp_newhomesales,14,14
GBPUSD,cum10,Bwd (Cp),surp_consconfid,10,14
GBPUSD,cum10,Bwd (Cp),surp_avghourlyearnings,0,14
GBPUSD,cum10,Bwd (Cp),surp_cpi,11,14
GBPUSD,cum10,Bwd (Cp),surp_tradebal,0,14
GBPUSD,cum10,Bwd (Cp),surp_indprod,9,14
GBPUSD,cum10,Bwd (Cp),surp_fedratedec,0,14
GBPUSD,cum10,Bwd (CV),surp_nfp,0,14
GBPUSD,cum10,Bwd (CV),surp_unemp,0,14
GBPUSD,cum10,Bwd (CV),surp_corecpi,0,14
GBPUSD,cum10,Bwd (CV),surp_gdp,0,14
GBPUSD,cum10,Bwd (CV),surp_retsales,0,14
GBPUSD,cum10,Bwd (CV),surp_ism_pmi,0,14
GBPUSD,cum10,Bwd (CV),surp_dgorders,0,14
GBPUSD,cum10,Bwd (CV),surp_newhomesales,0,14
GBPUSD,cum10,Bwd (CV),surp_consconfid,0,14
GBPUSD,cum10,Bwd (CV),surp_avghourlyearnings,0,14
GBPUSD,cum10,Bwd (CV),surp_cpi,0,14
GBPUSD,cum10,Bwd (CV),surp_tradebal,0,14
GBPUSD,cum10,Bwd (CV),surp_indprod,0,14
GBPUSD,cum10,Bwd (CV),surp_fedratedec,0,14
GBPUSD,cum10,Lasso,surp_nfp,0,14
GBPUSD,cum10,Lasso,surp_unemp,12,14
GBPUSD,cum10,Lasso,surp_corecpi,11,14
GBPUSD,cum10,Lasso,surp_gdp,0,14
GBPUSD,cum10,Lasso,surp_retsales,0,14
GBPUSD,cum10,Lasso,surp_ism_pmi,8,14
GBPUSD,cum10,Lasso,surp_dgorders,0,14
GBPUSD,cum10,Lasso,surp_newhomesales,14,14
GBPUSD,cum10,Lasso,surp_consconfid,10,14
GBPUSD,cum10,Lasso,surp_avghourlyearnings,0,14
GBPUSD,cum10,Lasso,surp_cpi,13,14
GBPUSD,cum10,Lasso,surp_tradebal,7,14
GBPUSD,cum10,Lasso,surp_indprod,9,14
GBPUSD,cum10,Lasso,surp_fedratedec,0,14
GBPUSD,cum10,Ridge,surp_nfp,3,14
GBPUSD,cum10,Ridge,surp_unemp,13,14
GBPUSD,cum10,Ridge,surp_corecpi,10,14
GBPUSD,cum10,Ridge,surp_gdp,11,14
GBPUSD,cum10,Ridge,surp_retsales,8,14
GBPUSD,cum10,Ridge,surp_ism_pmi,9,14
GBPUSD,cum10,Ridge,surp_dgorders,4,14
GBPUSD,cum10,Ridge,surp_newhomesales,14,14
GBPUSD,cum10,Ridge,surp_consconfid,5,14
GBPUSD,cum10,Ridge,surp_avghourlyearnings,12,14
GBPUSD,cum10,Ridge,surp_cpi,7,14
GBPUSD,cum10,Ridge,surp_tradebal,6,14
GBPUSD,cum10,Ridge,surp_indprod,1,14
GBPUSD,cum10,Ridge,surp_fedratedec,2,14
GBPUSD,cum10,LGB,surp_nfp,1,14
GBPUSD,cum10,LGB,surp_unemp,0,14
GBPUSD,cum10,LGB,surp_corecpi,0,14
GBPUSD,cum10,LGB,surp_gdp,0,14
GBPUSD,cum10,LGB,surp_retsales,0,14
GBPUSD,cum10,LGB,surp_ism_pmi,0,14
GBPUSD,cum10,LGB,surp_dgorders,0,14
GBPUSD,cum10,LGB,surp_newhomesales,0,14
GBPUSD,cum10,LGB,surp_consconfid,0,14
GBPUSD,cum10,LGB,surp_avghourlyearnings,0,14
GBPUSD,cum10,LGB,surp_cpi,0,14
GBPUSD,cum10,LGB,surp_tradebal,0,14
GBPUSD,cum10,LGB,surp_indprod,0,14
GBPUSD,cum10,LGB,surp_fedratedec,0,14
GBPUSD,cum10,RF,surp_nfp,5,14
GBPUSD,cum10,RF,surp_unemp,4,14
GBPUSD,cum10,RF,surp_corecpi,1,14
GBPUSD,cum10,RF,surp_gdp,0,14
GBPUSD,cum10,RF,surp_retsales,6,14
GBPUSD,cum10,RF,surp_ism_pmi,3,14
GBPUSD,cum10,RF,surp_dgorders,8,14
GBPUSD,cum10,RF,surp_newhomesales,9,14
GBPUSD,cum10,RF,surp_consconfid,2,14
GBPUSD,cum10,RF,surp_avghourlyearnings,0,14
GBPUSD,cum10,RF,surp_cpi,0,14
GBPUSD,cum10,RF,surp_tradebal,7,14
GBPUSD,cum10,RF,surp_indprod,0,14
GBPUSD,cum10,RF,surp_fedratedec,0,14
GSPC,cum10,Fwd (Cp),surp_nfp,0,14
GSPC,cum10,Fwd (Cp),surp_unemp,12,14
GSPC,cum10,Fwd (Cp),surp_corecpi,10,14
GSPC,cum10,Fwd (Cp),surp_gdp,0,14
GSPC,cum10,Fwd (Cp),surp_retsales,11,14
GSPC,cum10,Fwd (Cp),surp_ism_pmi,14,14
GSPC,cum10,Fwd (Cp),surp_dgorders,0,14
GSPC,cum10,Fwd (Cp),surp_newhomesales,13,14
GSPC,cum10,Fwd (Cp),surp_consconfid,0,14
GSPC,cum10,Fwd (Cp),surp_avghourlyearnings,0,14
GSPC,cum10,Fwd (Cp),surp_cpi,0,14
GSPC,cum10,Fwd (Cp),surp_tradebal,0,14
GSPC,cum10,Fwd (Cp),surp_indprod,0,14
GSPC,cum10,Fwd (Cp),surp_fedratedec,0,14
GSPC,cum10,Fwd (CV),surp_nfp,0,14
GSPC,cum10,Fwd (CV),surp_unemp,0,14
GSPC,cum10,Fwd (CV),surp_corecpi,0,14
GSPC,cum10,Fwd (CV),surp_gdp,0,14
GSPC,cum10,Fwd (CV),surp_retsales,0,14
GSPC,cum10,Fwd (CV),surp_ism_pmi,0,14
GSPC,cum10,Fwd (CV),surp_dgorders,0,14
GSPC,cum10,Fwd (CV),surp_newhomesales,0,14
GSPC,cum10,Fwd (CV),surp_consconfid,0,14
GSPC,cum10,Fwd (CV),surp_avghourlyearnings,0,14
GSPC,cum10,Fwd (CV),surp_cpi,0,14
GSPC,cum10,Fwd (CV),surp_tradebal,0,14
GSPC,cum10,Fwd (CV),surp_indprod,0,14
GSPC,cum10,Fwd (CV),surp_fedratedec,0,14
GSPC,cum10,Bwd (Cp),surp_nfp,0,14
GSPC,cum10,Bwd (Cp),surp_unemp,12,14
GSPC,cum10,Bwd (Cp),surp_corecpi,10,14
GSPC,cum10,Bwd (Cp),surp_gdp,0,14
GSPC,cum10,Bwd (Cp),surp_retsales,11,14
GSPC,cum10,Bwd (Cp),surp_ism_pmi,14,14
GSPC,cum10,Bwd (Cp),surp_dgorders,0,14
GSPC,cum10,Bwd (Cp),surp_newhomesales,13,14
GSPC,cum10,Bwd (Cp),surp_consconfid,0,14
GSPC,cum10,Bwd (Cp),surp_avghourlyearnings,0,14
GSPC,cum10,Bwd (Cp),surp_cpi,0,14
GSPC,cum10,Bwd (Cp),surp_tradebal,0,14
GSPC,cum10,Bwd (Cp),surp_indprod,0,14
GSPC,cum10,Bwd (Cp),surp_fedratedec,0,14
GSPC,cum10,Bwd (CV),surp_nfp,0,14
GSPC,cum10,Bwd (CV),surp_unemp,0,14
GSPC,cum10,Bwd (CV),surp_corecpi,0,14
GSPC,cum10,Bwd (CV),surp_gdp,0,14
GSPC,cum10,Bwd (CV),surp_retsales,0,14
GSPC,cum10,Bwd (CV),surp_ism_pmi,0,14
GSPC,cum10,Bwd (CV),surp_dgorders,0,14
GSPC,cum10,Bwd (CV),surp_newhomesales,0,14
GSPC,cum10,Bwd (CV),surp_consconfid,0,14
GSPC,cum10,Bwd (CV),surp_avghourlyearnings,0,14
GSPC,cum10,Bwd (CV),surp_cpi,0,14
GSPC,cum10,Bwd (CV),surp_tradebal,0,14
GSPC,cum10,Bwd (CV),surp_indprod,0,14
GSPC,cum10,Bwd (CV),surp_fedratedec,0,14
GSPC,cum10,Lasso,surp_nfp,0,14
GSPC,cum10,Lasso,surp_unemp,0,14
GSPC,cum10,Lasso,surp_corecpi,0,14
GSPC,cum10,Lasso,surp_gdp,0,14
GSPC,cum10,Lasso,surp_retsales,0,14
GSPC,cum10,Lasso,surp_ism_pmi,0,14
GSPC,cum10,Lasso,surp_dgorders,0,14
GSPC,cum10,Lasso,surp_newhomesales,0,14
GSPC,cum10,Lasso,surp_consconfid,0,14
GSPC,cum10,Lasso,surp_avghourlyearnings,0,14
GSPC,cum10,Lasso,surp_cpi,0,14
GSPC,cum10,Lasso,surp_tradebal,0,14
GSPC,cum10,Lasso,surp_indprod,0,14
GSPC,cum10,Lasso,surp_fedratedec,0,14
GSPC,cum10,Ridge,surp_nfp,0,14
GSPC,cum10,Ridge,surp_unemp,0,14
GSPC,cum10,Ridge,surp_corecpi,0,14
GSPC,cum10,Ridge,surp_gdp,0,14
GSPC,cum10,Ridge,surp_retsales,0,14
GSPC,cum10,Ridge,surp_ism_pmi,0,14
GSPC,cum10,Ridge,surp_dgorders,0,14
GSPC,cum10,Ridge,surp_newhomesales,0,14
GSPC,cum10,Ridge,surp_consconfid,0,14
GSPC,cum10,Ridge,surp_avghourlyearnings,0,14
GSPC,cum10,Ridge,surp_cpi,0,14
GSPC,cum10,Ridge,surp_tradebal,0,14
GSPC,cum10,Ridge,surp_indprod,0,14
GSPC,cum10,Ridge,surp_fedratedec,0,14
GSPC,cum10,LGB,surp_nfp,0,14
GSPC,cum10,LGB,surp_unemp,0,14
GSPC,cum10,LGB,surp_corecpi,0,14
GSPC,cum10,LGB,surp_gdp,0,14
GSPC,cum10,LGB,surp_retsales,0,14
GSPC,cum10,LGB,surp_ism_pmi,0,14
GSPC,cum10,LGB,surp_dgorders,0,14
GSPC,cum10,LGB,surp_newhomesales,0,14
GSPC,cum10,LGB,surp_consconfid,0,14
