Method,p,Adj.R2,Cp,BIC,target
Bwd (CV),0,0.0,44.463198053513,-13452.74381964768,ret_ZT_cum10
Ridge,27,-0.008111836488516877,79.6438353116846,-13281.384017076747,ret_ZT_cum10
Lasso,0,0.0,44.463198053513,-13452.74381964768,ret_ZT_cum10
PCR,1,0.000280764856858462,45.097531333286724,-13447.03674145868,ret_ZT_cum10
PLS,1,0.0380789793028361,1.0843658578132818,-13490.31954949061,ret_ZT_cum10
Fwd (Cp),7,0.0642260902799916,-1.7410395871547735,-7709.973021316687,ret_GSPC_cum10
Fwd (CV),0,0.0,67.53260851972846,-7677.564857336921,ret_GSPC_cum10
Bwd (Cp),7,0.0642260902799916,-1.7410395871547735,-7709.973021316687,ret_GSPC_cum10
Bwd (CV),0,0.0,67.53260851972846,-7677.564857336921,ret_GSPC_cum10
Ridge,27,-0.0246574621176181,121.5325248550746,-7487.9234446105875,ret_GSPC_cum10
Lasso,0,0.0,67.53260851972846,-7677.564857336921,ret_GSPC_cum10
PCR,1,-0.0005134310823395882,69.08299600162036,-7670.966000804685,ret_GSPC_cum10
PLS,2,0.070368952671235,-14.072699394212123,-7747.463404921182,ret_GSPC_cum10
Fwd (Cp),7,0.05518881111633689,-1.5139538989749326,-7110.589972113109,ret_RUT_cum10
Fwd (CV),0,0.0,56.40595193082754,-7088.975196460846,ret_RUT_cum10
Bwd (Cp),7,0.056091323133450444,-2.5699473642264365,-7111.66320810828,ret_RUT_cum10
Bwd (CV),0,0.0,56.40595193082754,-7088.975196460846,ret_RUT_cum10
Ridge,27,-0.019567989599137636,104.55769535706713,-6904.925622386813,ret_RUT_cum10
Lasso,0,0.0,56.40595193082754,-7088.975196460846,ret_RUT_cum10
PCR,1,-0.0008895929190653185,58.40304898741783,-7081.954206312791,ret_RUT_cum10
PLS,2,0.06623241399670932,-19.53624322816563,-7153.887864503272,ret_RUT_cum10
Fwd (Cp),9,0.05635747144883407,1.7437579712589013,-8485.657904373273,ret_CADUSD_cum15
Fwd (CV),0,0.0,59.18949147643366,-8474.684561824251,ret_CADUSD_cum15
Bwd (Cp),9,0.05635747144883407,1.7437579712589013,-8485.657904373273,ret_CADUSD_cum15
Bwd (CV),0,0.0,59.18949147643366,-8474.684561824251,ret_CADUSD_cum15
Ridge,27,-0.02465749849075949,113.18945029327074,-8285.043109233828,ret_CADUSD_cum15
Lasso,1,0.001968996930898137,57.81591081159422,-8470.875503752271,ret_CADUSD_cum15
PCR,1,-0.0008862644928868679,61.18265699753829,-8467.667306182817,ret_CADUSD_cum15
PLS,1,0.060309673566137256,-10.975776321104831,-8538.51824083861,ret_CADUSD_cum15
Fwd (Cp),9,0.06871630776253923,2.502043076516202,-8350.484957883331,ret_EURUSD_cum15
Fwd (CV),0,0.0,75.67231584349292,-8324.706580294473,ret_EURUSD_cum15
Bwd (Cp),9,0.06871630776253923,2.502043076516202,-8350.484957883331,ret_EURUSD_cum15
Bwd (CV),0,0.0,75.67231584349292,-8324.706580294473,ret_EURUSD_cum15
Ridge,27,-0.024657403797122557,129.67216349478758,-8135.0652314860035,ret_EURUSD_cum15
Lasso,0,0.0,75.67231584349292,-8324.706580294473,ret_EURUSD_cum15
PCR,5,0.041458639070321435,30.948235036278447,-8342.154127119238,ret_EURUSD_cum15
PLS,1,0.04550473924814202,22.200034489463405,-8370.985189814208,ret_EURUSD_cum15
Fwd (Cp),8,0.060350835031379724,-4.123614494604453,-8585.97953957531,ret_GBPUSD_cum15
Fwd (CV),0,0.0,58.99587703036991,-8564.228506244033,ret_GBPUSD_cum15
Bwd (Cp),8,0.060350835031379724,-4.123614494604453,-8585.97953957531,ret_GBPUSD_cum15
Bwd (CV),0,0.0,58.99587703036991,-8564.228506244033,ret_GBPUSD_cum15
Ridge,27,0.013056278060456283,69.56464118617464,-8416.700305415057,ret_GBPUSD_cum15
Lasso,0,0.0,58.99587703036991,-8564.228506244033,ret_GBPUSD_cum15
PCR,1,0.012579168137377028,45.11405014376123,-8572.422092085855,ret_GBPUSD_cum15
PLS,6,0.06698331867173302,-13.931627201968467,-8605.967474204914,ret_GBPUSD_cum15
Fwd (Cp),8,0.035822233077682064,0.8957116643421159,-6939.850360860451,ret_GC_cum15
Fwd (CV),0,0.0,34.22007488574877,-6947.038033893898,ret_GC_cum15
Bwd (Cp),8,0.035822233077682064,0.8957116643421159,-6939.850360860451,ret_GC_cum15
Bwd (CV),2,0.02538343031416035,6.88968075886919,-6963.8677030559165,ret_GC_cum15
Ridge,27,-0.005703463926825858,66.85086439117026,-6778.364280709552,ret_GC_cum15
Lasso,0,0.0,34.22007488574877,-6947.038033893898,ret_GC_cum15
PCR,1,0.0005458614981098675,34.56043883846064,-6941.62878233044,ret_GC_cum15
PLS,1,0.027979630149689072,2.8966445875864792,-6972.884688332028,ret_GC_cum15
Fwd (Cp),8,0.03752138956786355,2.7819608756062735,-8356.596807938728,ret_JPYUSD_cum15
Fwd (CV),0,0.0,38.233353344649004,-8361.803688490847,ret_JPYUSD_cum15
Bwd (Cp),8,0.03752138956786355,2.7819608756062735,-8356.596807938728,ret_JPYUSD_cum15
Bwd (CV),0,0.0,38.233353344649004,-8361.803688490847,ret_JPYUSD_cum15
Ridge,27,-0.024657459509077828,92.23326879132583,-8172.162278623411,ret_JPYUSD_cum15
Lasso,0,0.0,38.233353344649004,-8361.803688490847,ret_JPYUSD_cum15
PCR,1,0.010032290096612329,27.580768457030445,-8367.104422916796,ret_JPYUSD_cum15
PLS,3,0.05174698919450904,-18.69264427638268,-8403.408502729419,ret_JPYUSD_cum15
Fwd (Cp),6,0.03703042433459158,-3.4086282466209923,-6290.371519189033,ret_XLE_cum15
Fwd (CV),0,0.0,33.27884688713539,-6284.1179341011975,ret_XLE_cum15
Bwd (Cp),6,0.03703042433459158,-3.4086282466209923,-6290.371519189033,ret_XLE_cum15
Bwd (CV),0,0.0,33.27884688713539,-6284.1179341011975,ret_XLE_cum15
Ridge,27,-0.024657445625308583,87.27874705509362,-6094.47653945004,ret_XLE_cum15
Lasso,2,0.010348916920095208,23.2970662369396,-6283.756373509801,ret_XLE_cum15
PCR,2,0.0001274949176848228,35.074406474718444,-6272.217170886316,ret_XLE_cum15
PLS,1,0.02703467493792855,3.0723368842657237,-6308.8733879314495,ret_XLE_cum15
Fwd (Cp),11,0.08140015401947664,5.58197580375554,-6153.054952039545,ret_XLF_cum15
Fwd (CV),0,0.0,93.36818859796017,-6123.904221882844,ret_XLF_cum15
Bwd (Cp),12,0.08268845616245635,5.040011796520503,-6148.618520555391,ret_XLF_cum15
Bwd (CV),0,0.0,93.36818859796017,-6123.904221882844,ret_XLF_cum15
Ridge,27,-0.024657316730846146,147.3679308101889,-5934.262968496935,ret_XLF_cum15
Lasso,0,0.0,93.36818859796017,-6123.904221882844,ret_XLF_cum15
PCR,1,0.002338149652743815,91.44902008758004,-6120.510617031185,ret_XLF_cum15
PLS,1,0.06108096293261733,20.17719512297799,-6188.660027683168,ret_XLF_cum15
Fwd (Cp),9,0.049786223743171654,-0.49135674535159524,-6755.160255928922,ret_XLI_cum15
Fwd (CV),0,0.0,48.65659229236144,-6751.980050345656,ret_XLI_cum15
Bwd (Cp),9,0.049786223743171654,-0.49135674535159524,-6755.160255928922,ret_XLI_cum15
Bwd (CV),0,0.0,48.65659229236144,-6751.980050345656,ret_XLI_cum15
Ridge,27,-0.02140923361953395,98.94862537153062,-6565.904272772318,ret_XLI_cum15
Lasso,0,0.0,48.65659229236144,-6751.980050345656,ret_XLI_cum15
PCR,1,-0.000266561330050763,49.92562494468052,-6745.658320468305,ret_XLI_cum15
PLS,2,0.054234136006450995,-12.750596349953867,-6802.554852558081,ret_XLI_cum15
Fwd (Cp),6,0.03617152183619765,1.0713761912347763,-6980.59373865213,ret_XLK_cum15
Fwd (CV),0,0.0,36.92335166922885,-6975.341345741822,ret_XLK_cum15
Bwd (Cp),8,0.03732469685049511,1.7562334595022548,-6969.9049916698805,ret_XLK_cum15
Bwd (CV),0,0.0,36.92335166922885,-6975.341345741822,ret_XLK_cum15
Ridge,27,-0.01021245544369176,74.59956200924285,-6801.643964469733,ret_XLK_cum15
Lasso,0,0.0,36.92335166922885,-6975.341345741822,ret_XLK_cum15
PCR,1,0.0018880708425472736,35.70704162523475,-6971.441232068763,ret_XLK_cum15
PLS,1,0.02958459061043406,3.6651779121257277,-7003.043784578947,ret_XLK_cum15
Fwd (Cp),6,0.03531847929176002,-0.8562883853335279,-7535.386713910436,ret_XLV_cum15
Fwd (CV),0,0.0,33.89044787250464,-7531.127799738057,ret_XLV_cum15
Bwd (Cp),6,0.03531847929176002,-0.8562883853335279,-7535.386713910436,ret_XLV_cum15
Bwd (CV),0,0.0,33.89044787250464,-7531.127799738057,ret_XLV_cum15
Ridge,27,-0.024657472198235553,87.89037793788475,-7341.486375963608,ret_XLV_cum15
Lasso,0,0.0,33.89044787250464,-7531.127799738057,ret_XLV_cum15
PCR,1,-0.0008180111557001268,35.8050050273755,-7524.187127334841,ret_XLV_cum15
PLS,2,0.04571982134138419,-16.875445206656877,-7571.6379622997465,ret_XLV_cum15
Fwd (Cp),9,0.04878436762584515,4.1943501460232255,-9480.094616457087,ret_ZN_cum15
Fwd (CV),1,0.026252051891233252,22.568261698753076,-9501.95033072823,ret_ZN_cum15
Bwd (Cp),14,0.05273306174068326,4.644884761316689,-9454.703620894006,ret_ZN_cum15
Bwd (CV),1,0.026252051891233252,22.568261698753076,-9501.95033072823,ret_ZN_cum15
Ridge,27,-0.003275335459486328,81.9046113913655,-9312.138669545735,ret_ZN_cum15
Lasso,4,0.028003865399130246,23.464984131365554,-9485.910578584531,ret_ZN_cum15
PCR,2,0.00790900369458225,45.03510598313392,-9474.970991520278,ret_ZN_cum15
PLS,2,0.05704361678811731,-12.516212944478866,-9532.013557403352,ret_ZN_cum15
Fwd (Cp),3,0.03932157323427421,-6.996468845021582,-12878.578652579925,ret_ZT_cum15
Fwd (CV),1,0.03273853397596238,-1.4099695899101334,-12882.95171291491,ret_ZT_cum15
Bwd (Cp),5,0.03993008271282217,-5.677387978634897,-12867.251631754627,ret_ZT_cum15
Bwd (CV),1,0.03273853397596238,-1.4099695899101334,-12882.95171291491,ret_ZT_cum15
Ridge,27,-0.02465752951761324,89.44737502662633,-12661.951985452555,ret_ZT_cum15
Lasso,1,0.012485236531138644,21.99102807446161,-12859.680233956457,ret_ZT_cum15
PCR,1,-0.0008320180477425776,37.37800612804699,-12844.63708287125,ret_ZT_cum15
PLS,1,0.04110390632992367,-11.07546033036624,-12892.706233952873,ret_ZT_cum15
Fwd (Cp),8,0.05466150775648182,1.6970083774076556,-7200.311522848236,ret_GSPC_cum15
Fwd (CV),0,0.0,58.09571263714861,-7185.339455847456,ret_GSPC_cum15
Bwd (Cp),8,0.05466150775648182,1.6970083774076556,-7200.311522848236,ret_GSPC_cum15
Bwd (CV),0,0.0,58.09571263714861,-7185.339455847456,ret_GSPC_cum15
Ridge,27,-0.024657439806384795,112.09560396276697,-6995.6980675736995,ret_GSPC_cum15
Lasso,0,0.0,58.09571263714861,-7185.339455847456,ret_GSPC_cum15
PCR,1,0.00041198135595910124,58.55949268826703,-7179.779784845045,ret_GSPC_cum15
PLS,1,0.046654821313078965,4.08335437456617,-7232.971996533208,ret_GSPC_cum15
Fwd (Cp),7,0.04523253295039298,-0.027108646974738804,-6590.8618849807835,ret_RUT_cum15
Fwd (CV),0,0.0,45.695070152706876,-6581.019196503542,ret_RUT_cum15
Bwd (Cp),7,0.04523253295039298,-0.027108646974738804,-6590.8618849807835,ret_RUT_cum15
Bwd (CV),0,0.0,45.695070152706876,-6581.019196503542,ret_RUT_cum15
Ridge,27,-0.019781240141647505,94.14282649793563,-6396.734762841345,ret_RUT_cum15
Lasso,0,0.0,45.695070152706876,-6581.019196503542,ret_RUT_cum15
PCR,1,0.0007884213424487196,45.73620750912687,-6575.882521493722,ret_RUT_cum15
PLS,2,0.05216093149369616,-13.132024289330275,-6629.134975127541,ret_RUT_cum15
