Method,p,Adj.R2,Cp,BIC,target
PLS,1,0.07802526771882912,-4.1926324412320355,-7125.182037358704,ret_XLF_cum5
Fwd (Cp),8,0.05164632229184929,5.507705151059099,-8014.186408911888,ret_XLI_cum5
Fwd (CV),0,0.0,58.39398783939282,-8002.7904840021365,ret_XLI_cum5
Bwd (Cp),10,0.054729810385713784,3.9097398472013083,-8005.814145054343,ret_XLI_cum5
Bwd (CV),0,0.0,58.39398783939282,-8002.7904840021365,ret_XLI_cum5
Ridge,27,0.02668838903117643,53.294170398075266,-7870.881786568896,ret_XLI_cum5
Lasso,2,0.015982981098734417,41.47505057633725,-8008.840407947961,ret_XLI_cum5
PCR,1,-0.0007339229181020368,60.20764736420779,-7995.9441694712,ret_XLI_cum5
PLS,1,0.0537800225602687,-4.028469673418385,-8058.847730207361,ret_XLI_cum5
Fwd (Cp),7,0.035664664037194815,8.911389233431919,-8171.840871864,ret_XLK_cum5
Fwd (CV),0,0.0,43.4467117223553,-8173.195922036403,ret_XLK_cum5
Bwd (Cp),12,0.043543397259956707,4.831058843149776,-8150.982004798313,ret_XLK_cum5
Bwd (CV),0,0.0,43.4467117223553,-8173.195922036403,ret_XLK_cum5
Ridge,27,0.0032880137442289348,65.68868489137253,-8014.607485851684,ret_XLK_cum5
Lasso,0,0.0,43.4467117223553,-8173.195922036403,ret_XLK_cum5
PCR,1,0.0008836733121899698,43.3808070496857,-8168.166304493792,ret_XLK_cum5
PLS,1,0.03205604858977851,7.114588827689886,-8203.762070122639,ret_XLK_cum5
Fwd (Cp),8,0.03144489117169025,-3.0629888174578355,-8631.804939224328,ret_XLV_cum5
Fwd (CV),0,0.0,24.882534489151794,-8644.07946458724,ret_XLV_cum5
Bwd (Cp),8,0.03144489117169025,-3.0629888174578355,-8631.804939224328,ret_XLV_cum5
Bwd (CV),0,0.0,24.882534489151794,-8644.07946458724,ret_XLV_cum5
Ridge,27,-0.022708232052202737,76.70261459951234,-8456.576395812925,ret_XLV_cum5
Lasso,0,0.0,24.882534489151794,-8644.07946458724,ret_XLV_cum5
PCR,1,-0.0007053332186146566,26.668757477277723,-8637.265233200895,ret_XLV_cum5
PLS,1,0.03120819468810021,-9.86780393586605,-8673.66237064977,ret_XLV_cum5
