date,PAYEMS_realtime_start,PAYEMS_value,UNRATE_realtime_start,UNRATE_value,ICSA_realtime_start,ICSA_value,CPILFESL_realtime_start,CPILFESL_value,PPIFID_realtime_start,PPIFID_value,A191RL1Q225SBEA_realtime_start,A191RL1Q225SBEA_value,RSAFS_realtime_start,RSAFS_value,DGORDER_realtime_start,DGORDER_value,HSN1F_realtime_start,HSN1F_value,UMCSENT_realtime_start,UMCSENT_value,CES0500000003_realtime_start,CES0500000003_value,CPIAUCSL_realtime_start,CPIAUCSL_value,BOPGSTB_realtime_start,BOPGSTB_value,INDPRO_realtime_start,INDPRO_value,JTSJOL_realtime_start,JTSJOL_value
2010-12-01,2011-01-07,130712.0,2011-01-07,9.4,,,2011-01-14,222.187,,,,,2011-01-14,380869.0,2011-01-27,191041.0,2011-01-26,329.0,2010-12-23,74.5,,,2011-01-14,220.252,2011-02-11,-40583.0,2011-01-14,94.8756,2011-02-08,3063.0
2010-12-04,,,,,2010-12-09,421000.0,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-11,,,,,2010-12-16,420000.0,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-18,,,,,2010-12-23,420000.0,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-25,,,,,2010-12-30,388000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-01,2011-02-04,130265.0,2011-02-04,9.0,2011-01-06,409000.0,2011-02-17,222.587,,,,,2011-02-15,381565.0,2011-02-24,200547.0,2011-02-24,284.0,2011-01-28,74.2,,,2011-02-17,221.062,2011-03-10,-46341.0,2011-02-16,95.1452,2011-03-11,2760.0
2011-01-08,,,,,2011-01-13,445000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-15,,,,,2011-01-20,404000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-22,,,,,2011-01-27,454000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-29,,,,,2011-02-03,415000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-01,2011-03-04,130515.0,2011-03-04,8.9,,,2011-03-17,223.029,,,,,2011-03-11,387123.0,2011-03-24,199993.0,2011-03-23,250.0,2011-02-25,77.5,,,2011-03-17,222.27,2011-04-12,-45758.0,2011-03-17,95.485,2011-04-13,3093.0
2011-02-05,,,,,2011-02-10,383000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-12,,,,,2011-02-17,410000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-19,,,,,2011-02-24,391000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-26,,,,,2011-03-03,368000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-01,2011-04-01,130738.0,2011-04-01,8.8,,,2011-04-15,223.331,,,,,2011-04-13,389320.0,2011-04-27,208372.0,2011-04-25,300.0,2011-03-25,67.5,2011-04-01,22.87,2011-04-15,223.49,2011-05-11,-48179.0,2011-04-15,93.5904,2011-05-11,3124.0
2011-03-05,,,,,2011-03-10,397000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-12,,,,,2011-03-17,385000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-19,,,,,2011-03-24,382000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-26,,,,,2011-03-31,388000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-01,2011-05-06,131028.0,2011-05-06,9.0,,,2011-05-13,223.745,,,,,2011-05-12,389355.0,2011-05-25,189885.0,2011-05-24,323.0,2011-04-29,69.8,2011-05-06,22.95,2011-05-13,224.433,2011-06-09,-43680.0,2011-05-17,93.097,2011-06-07,2972.0
2011-04-02,,,,,2011-04-07,382000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-09,,,,,2011-04-14,412000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-16,,,,,2011-04-21,403000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-23,,,,,2011-04-28,429000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-30,,,,,2011-05-05,474000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-01,2011-06-03,131043.0,2011-06-03,9.1,,,2011-06-15,224.387,,,,,2011-06-14,387117.0,2011-06-24,195565.0,2011-06-23,319.0,2011-05-27,74.3,2011-06-03,22.98,2011-06-15,224.804,2011-07-12,-50227.0,2011-06-15,92.9815,2011-07-12,2974.0
2011-05-07,,,,,2011-05-12,434000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-14,,,,,2011-05-19,409000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-21,,,,,2011-05-26,424000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-28,,,,,2011-06-02,422000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-01,2011-07-08,131017.0,2011-07-08,9.2,,,2011-07-15,224.958,,,,,2011-07-14,387789.0,2011-07-27,191983.0,2011-07-26,312.0,2011-07-01,71.5,2011-07-08,22.99,2011-07-15,224.304,2011-08-11,-53067.0,2011-07-15,93.07,2011-08-10,3109.0
2011-06-04,,,,,2011-06-09,427000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-11,,,,,2011-06-16,414000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-18,,,,,2011-06-23,429000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-25,,,,,2011-06-30,428000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-01,2011-08-05,131190.0,2011-08-05,9.1,,,2011-08-18,225.463,,,,,2011-08-12,390422.0,2011-08-24,201450.0,2011-08-23,298.0,2011-07-29,63.7,2011-08-05,23.13,2011-08-18,225.425,2011-09-08,-44808.0,2011-08-16,94.1525,2011-09-07,3228.0
2011-07-02,,,,,2011-07-07,418000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-09,,,,,2011-07-14,405000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-16,,,,,2011-07-21,418000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-23,,,,,2011-07-28,398000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-30,,,,,2011-08-04,400000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-08-01,2011-09-02,131132.0,2011-09-02,9.1,,,2011-09-15,226.014,,,,,2011-09-14,389502.0,2011-09-28,201757.0,2011-09-26,295.0,2011-08-26,55.8,2011-09-02,23.09,2011-09-15,226.268,2011-10-13,-45608.0,2011-09-15,94.0419,2011-10-12,3056.0
2011-08-06,,,,,2011-08-11,395000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-08-13,,,,,2011-08-18,408000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-08-20,,,,,2011-08-25,417000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-08-27,,,,,2011-09-01,409000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-01,2011-10-07,131334.0,2011-10-07,9.1,,,2011-10-19,226.137,,,,,2011-10-14,395472.0,2011-10-26,200333.0,2011-10-26,313.0,2011-09-30,59.5,2011-10-07,23.12,2011-10-19,226.955,2011-11-10,-43107.0,2011-10-17,94.1851,2011-11-08,3354.0
2011-09-03,,,,,2011-09-08,414000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-10,,,,,2011-09-15,428000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-17,,,,,2011-09-22,423000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-24,,,,,2011-09-29,391000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-10-01,2011-11-04,131516.0,2011-11-04,9.0,2011-10-06,401000.0,2011-11-16,226.444,,,,,2011-11-15,397666.0,2011-11-23,197676.0,2011-11-28,307.0,2011-10-28,60.8,2011-11-04,23.19,2011-11-16,226.763,2011-12-09,-43466.0,2011-11-16,94.7136,2011-12-13,3267.0
2011-10-08,,,,,2011-10-13,404000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-10-15,,,,,2011-10-20,403000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-10-22,,,,,2011-10-27,402000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-10-29,,,,,2011-11-03,397000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-11-01,2011-12-02,131708.0,2011-12-02,8.6,,,2011-12-16,226.836,,,,,2011-12-13,399349.0,2011-12-23,206990.0,2011-12-23,315.0,2011-11-23,63.7,2011-12-02,23.18,2011-12-16,226.72,2012-01-13,-47752.0,2011-12-15,94.8263,2012-01-10,3161.0
2011-11-05,,,,,2011-11-10,390000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-11-12,,,,,2011-11-17,388000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-11-19,,,,,2011-11-23,393000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-11-26,,,,,2011-12-01,402000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-01,2012-01-06,131900.0,2012-01-06,8.5,,,2012-01-19,227.166,,,,,2012-01-12,400614.0,2012-01-26,214522.0,2012-01-26,307.0,2011-12-22,69.9,2012-01-06,23.24,2012-01-19,226.747,2012-02-10,-48800.0,2012-01-18,95.2915,2012-02-07,3376.0
2011-12-03,,,,,2011-12-08,381000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-10,,,,,2011-12-15,366000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-17,,,,,2011-12-22,364000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-24,,,,,2011-12-29,381000.0,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,,,,,2012-01-05,372000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-01,2012-02-03,132409.0,2012-02-03,8.3,,,2012-02-17,227.684,,,,,2012-02-14,401400.0,2012-02-28,206090.0,2012-02-24,321.0,2012-01-27,75.0,2012-02-03,23.29,2012-02-17,227.505,2012-03-09,-52565.0,2012-02-15,95.9054,2012-03-13,3459.0
2012-01-07,,,,,2012-01-12,399000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-14,,,,,2012-01-19,352000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-21,,,,,2012-01-26,377000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-28,,,,,2012-02-02,367000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-01,2012-03-09,132697.0,2012-03-09,8.3,,,2012-03-16,227.907,,,,,2012-03-13,407805.0,2012-03-28,211765.0,2012-03-23,313.0,2012-02-24,75.3,2012-03-09,23.31,2012-03-16,228.433,2012-04-12,-46025.0,2012-03-16,96.1735,2012-04-10,3498.0
2012-02-04,,,,,2012-02-09,358000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-11,,,,,2012-02-16,348000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-18,,,,,2012-02-23,351000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-25,,,,,2012-03-01,351000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-01,2012-04-06,132821.0,2012-04-06,8.2,,,2012-04-13,228.432,,,,,2012-04-16,411069.0,2012-04-25,202568.0,2012-04-24,328.0,2012-03-30,76.2,2012-04-06,23.39,2012-04-13,229.098,2012-05-10,-51825.0,2012-04-17,96.5685,2012-05-08,3737.0
2012-03-03,,,,,2012-03-08,362000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-10,,,,,2012-03-15,351000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-17,,,,,2012-03-22,348000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-24,,,,,2012-03-29,359000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-31,,,,,2012-04-05,357000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-01,2012-05-04,132989.0,2012-05-04,8.1,,,2012-05-15,228.984,,,,,2012-05-15,408039.0,2012-05-24,215527.0,2012-05-23,343.0,2012-04-27,76.4,2012-05-04,23.38,2012-05-15,229.177,2012-06-08,-50062.0,2012-05-16,97.4133,2012-06-19,3416.0
2012-04-07,,,,,2012-04-12,380000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-14,,,,,2012-04-19,386000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-21,,,,,2012-04-26,388000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-28,,,,,2012-05-03,365000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-01,2012-06-01,133009.0,2012-06-01,8.2,,,2012-06-14,229.446,,,,,2012-06-13,404596.0,2012-06-27,217154.0,2012-06-25,369.0,2012-05-25,79.3,2012-06-01,23.41,2012-06-14,228.527,2012-07-11,-48684.0,2012-06-15,97.2853,2012-07-10,3642.0
2012-05-05,,,,,2012-05-10,367000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-12,,,,,2012-05-17,370000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-19,,,,,2012-05-24,370000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-26,,,,,2012-05-31,383000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-01,2012-07-06,133088.0,2012-07-06,8.2,,,2012-07-17,229.916,,,,,2012-07-16,401515.0,2012-07-26,221626.0,2012-07-25,350.0,2012-06-29,73.2,2012-07-06,23.5,2012-07-17,228.618,2012-08-09,-42924.0,2012-07-17,97.4298,2012-08-07,3762.0
2012-06-02,,,,,2012-06-07,377000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-09,,,,,2012-06-14,386000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-16,,,,,2012-06-21,387000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-23,,,,,2012-06-28,386000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,,,,,2012-07-05,374000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-01,2012-08-03,133245.0,2012-08-03,8.3,,,2012-08-15,230.124,,,,,2012-08-14,403929.0,2012-08-24,230733.0,2012-08-23,372.0,2012-07-27,72.3,2012-08-03,23.52,2012-08-15,228.723,2012-09-11,-42002.0,2012-08-15,98.0398,2012-09-11,3664.0
2012-07-07,,,,,2012-07-12,350000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-14,,,,,2012-07-19,386000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-21,,,,,2012-07-26,353000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-28,,,,,2012-08-02,365000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-01,2012-09-07,133300.0,2012-09-07,8.1,,,2012-09-14,230.244,,,,,2012-09-14,406748.0,2012-09-27,198494.0,2012-09-26,373.0,2012-08-31,74.3,2012-09-07,23.52,2012-09-14,230.102,2012-10-11,-44217.0,2012-09-14,96.8202,2012-10-10,3561.0
2012-08-04,,,,,2012-08-09,361000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-11,,,,,2012-08-16,366000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-18,,,,,2012-08-23,372000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-25,,,,,2012-08-30,374000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-01,2012-10-05,133500.0,2012-10-05,7.8,2012-09-06,365000.0,2012-10-16,230.58,,,,,2012-10-15,412939.0,2012-10-25,218238.0,2012-10-24,389.0,2012-09-28,78.3,2012-10-05,23.58,2012-10-16,231.414,2012-11-08,-41545.0,2012-10-16,97.0328,2012-11-06,3561.0
2012-09-08,,,,,2012-09-13,382000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-15,,,,,2012-09-20,382000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-22,,,,,2012-09-27,359000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-29,,,,,2012-10-04,367000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-01,2012-11-02,133755.0,2012-11-02,7.9,,,2012-11-15,230.994,,,,,2012-11-14,411591.0,2012-11-27,216948.0,2012-11-28,368.0,2012-10-26,82.6,2012-11-02,23.58,2012-11-15,231.751,2012-12-11,-42240.0,2012-11-16,96.5879,2012-12-11,3675.0
2012-10-06,,,,,2012-10-11,339000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-13,,,,,2012-10-18,388000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-20,,,,,2012-10-25,369000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-27,,,,,2012-11-01,363000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-01,2012-12-07,133852.0,2012-12-07,7.7,,,2012-12-14,231.254,,,,,2012-12-13,412403.0,2012-12-21,220941.0,2012-12-27,377.0,2012-11-21,82.7,2012-12-07,23.63,2012-12-14,231.025,2013-01-11,-48731.0,2012-12-14,97.509,2013-01-10,3676.0
2012-11-03,,,,,2012-11-08,355000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-10,,,,,2012-11-15,439000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-17,,,,,2012-11-21,410000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-24,,,,,2012-11-29,393000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-01,2013-01-04,134021.0,2013-01-04,7.8,2012-12-06,370000.0,2013-01-16,231.475,,,,,2013-01-15,415695.0,2013-01-28,230742.0,2013-01-25,369.0,2012-12-21,72.9,2013-01-04,23.73,2013-01-16,230.979,2013-02-08,-38539.0,2013-01-16,98.093,2013-02-12,3617.0
2012-12-08,,,,,2012-12-13,343000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-15,,,,,2012-12-20,361000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-22,,,,,2012-12-27,350000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-29,,,,,2013-01-03,372000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-01,2013-02-01,134825.0,2013-02-01,7.9,,,2013-02-21,232.108,,,,,2013-02-13,416633.0,2013-02-27,216981.0,2013-02-26,437.0,2013-02-01,73.8,2013-02-01,23.78,2013-02-21,231.198,2013-03-07,-44448.0,2013-02-15,98.6212,2013-03-12,3693.0
2013-01-05,,,,,2013-01-10,371000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-12,,,,,2013-01-17,335000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-19,,,,,2013-01-24,330000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-26,,,,,2013-01-31,368000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-01,2013-03-08,135046.0,2013-03-08,7.7,,,2013-03-15,232.512,,,,,2013-03-13,421399.0,2013-03-26,232108.0,2013-03-26,411.0,2013-03-01,77.6,2013-03-08,23.82,2013-03-15,232.77,2013-04-05,-42960.0,2013-03-15,99.4965,2013-04-09,3925.0
2013-02-02,,,,,2013-02-07,366000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-09,,,,,2013-02-14,341000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-16,,,,,2013-02-21,362000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-23,,,,,2013-02-28,344000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-01,2013-04-05,135195.0,2013-04-05,7.6,,,2013-04-16,232.758,,,,,2013-04-12,418284.0,2013-04-24,216276.0,2013-04-23,417.0,2013-03-29,78.6,2013-04-05,23.82,2013-04-16,232.34,2013-05-02,-38829.0,2013-04-16,99.4765,2013-05-07,3844.0
2013-03-02,,,,,2013-03-07,340000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-09,,,,,2013-03-14,332000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-16,,,,,2013-03-21,336000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-23,,,,,2013-03-28,357000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-30,,,,,2013-04-04,385000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-01,2013-05-03,135474.0,2013-05-03,7.5,,,2013-05-16,232.879,,,,,2013-05-13,419027.0,2013-05-28,222557.0,2013-05-23,454.0,2013-04-26,76.4,2013-05-03,23.87,2013-05-16,231.485,2013-06-04,-40294.0,2013-05-15,98.7439,2013-06-11,3757.0
2013-04-06,,,,,2013-04-11,346000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-13,,,,,2013-04-18,352000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-20,,,,,2013-04-25,339000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-27,,,,,2013-05-02,324000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-01,2013-06-07,135637.0,2013-06-07,7.6,,,2013-06-18,233.267,,,,,2013-06-13,421147.0,2013-06-25,231030.0,2013-06-25,476.0,2013-05-31,84.5,2013-06-07,23.89,2013-06-18,231.831,2013-07-03,-45027.0,2013-06-14,98.6709,2013-07-09,3828.0
2013-05-04,,,,,2013-05-09,323000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-11,,,,,2013-05-16,360000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-18,,,,,2013-05-23,340000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-25,,,,,2013-05-30,354000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-01,2013-07-05,135902.0,2013-07-05,7.6,2013-06-06,346000.0,2013-07-16,233.643,,,,,2013-07-15,422794.0,2013-07-25,244494.0,2013-07-24,497.0,2013-06-28,84.1,2013-07-05,24.01,2013-07-16,232.944,2013-08-06,-34224.0,2013-07-16,99.0549,2013-08-06,3936.0
2013-06-08,,,,,2013-06-13,334000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-15,,,,,2013-06-20,354000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-22,,,,,2013-06-27,346000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-29,,,,,2013-07-03,343000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-01,2013-08-02,136038.0,2013-08-02,7.4,,,2013-08-15,234.004,,,,,2013-08-13,424481.0,2013-08-26,226620.0,2013-08-23,394.0,2013-07-26,85.1,2013-08-02,23.98,2013-08-15,233.318,2013-09-04,-39147.0,2013-08-15,98.9462,2013-09-10,3689.0
2013-07-06,,,,,2013-07-11,360000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-13,,,,,2013-07-18,334000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-20,,,,,2013-07-25,343000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-27,,,,,2013-08-01,326000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-01,2013-09-06,136133.0,2013-09-06,7.3,,,2013-09-17,234.302,,,,,2013-09-13,426563.0,2013-09-25,224916.0,2013-09-25,421.0,2013-08-30,82.1,2013-09-06,24.05,2013-09-17,233.526,2013-10-24,-38803.0,2013-09-16,99.3579,2013-10-24,3883.0
2013-08-03,,,,,2013-08-08,333000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-10,,,,,2013-08-15,320000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-17,,,,,2013-08-22,336000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-24,,,,,2013-08-29,331000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-31,,,,,2013-09-05,323000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-01,2013-10-22,136290.0,2013-10-22,7.2,,,2013-10-30,234.589,,,,,2013-10-29,425881.0,2013-10-25,233411.0,2013-12-04,354.0,2013-09-27,77.5,2013-10-22,24.09,2013-10-30,233.947,2013-11-14,-41778.0,2013-10-28,100.0439,2013-11-22,3913.0
2013-09-07,,,,,2013-09-12,292000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-14,,,,,2013-09-19,309000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-21,,,,,2013-09-26,305000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-28,,,,,2013-10-03,308000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-01,2013-11-08,136554.0,2013-11-08,7.3,,,2013-11-20,234.877,,,,,2013-11-20,428099.0,2013-11-27,230252.0,2013-12-04,444.0,2013-10-25,73.2,2013-11-08,24.1,2013-11-20,233.808,2013-12-04,-40641.0,2013-11-15,99.9778,2013-12-10,3925.0
2013-10-05,,,,,2013-10-10,374000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-12,,,,,2013-10-17,358000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-19,,,,,2013-10-24,350000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-26,,,,,2013-10-31,340000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-01,2013-12-06,136765.0,2013-12-06,7.0,,,2013-12-17,235.24,,,,,2013-12-12,432310.0,2013-12-24,241648.0,2013-12-24,464.0,2013-11-27,75.1,2013-12-06,24.15,2013-12-17,233.887,2014-01-07,-34252.0,2013-12-16,101.2825,2014-01-17,4001.0
2013-11-02,,,,,2013-11-07,336000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-09,,,,,2013-11-14,339000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-16,,,,,2013-11-21,323000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-23,,,,,2013-11-27,316000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-30,,,,,2013-12-05,298000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-01,2014-01-10,136877.0,2014-01-10,6.7,,,2014-01-16,235.496,,,,,2014-01-14,431879.0,2014-01-28,229319.0,2014-01-27,414.0,2013-12-23,82.5,2014-01-10,24.17,2014-01-16,234.582,2014-02-06,-38701.0,2014-01-17,101.7629,2014-02-11,3990.0
2013-12-07,,,,,2013-12-12,368000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-14,,,,,2013-12-19,379000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-21,,,,,2013-12-26,338000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-28,,,,,2014-01-02,339000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-01,2014-02-07,137499.0,2014-02-07,6.6,,,2014-02-20,235.843,,,,,2014-02-13,427829.0,2014-02-27,224975.0,2014-02-26,468.0,2014-01-31,81.2,2014-02-07,24.21,2014-02-20,234.933,2014-03-07,-39095.0,2014-02-14,101.0251,2014-03-11,3974.0
2014-01-04,,,,,2014-01-09,330000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-11,,,,,2014-01-16,326000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-18,,,,,2014-01-23,326000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-25,,,,,2014-01-30,348000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-01,2014-03-07,137699.0,2014-03-07,6.7,2014-02-06,331000.0,2014-03-18,236.122,2014-03-14,109.8,,,2014-03-13,427186.0,2014-03-26,229379.0,2014-03-25,440.0,2014-02-28,81.6,2014-03-07,24.31,2014-03-18,235.169,2014-04-03,-42300.0,2014-03-17,101.6276,2014-04-08,4173.0
2014-02-08,,,,,2014-02-13,339000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-15,,,,,2014-02-20,336000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-22,,,,,2014-02-27,348000.0,,,,,,,,,,,,,,,,,,,,,,,,
