date,PAYEMS_realtime_start,PAYEMS_value,UNRATE_realtime_start,UNRATE_value,ICSA_realtime_start,ICSA_value,CPILFESL_realtime_start,CPILFESL_value,PPIFID_realtime_start,PPIFID_value,A191RL1Q225SBEA_realtime_start,A191RL1Q225SBEA_value,RSAFS_realtime_start,RSAFS_value,DGORDER_realtime_start,DGORDER_value,HSN1F_realtime_start,HSN1F_value,UMCSENT_realtime_start,UMCSENT_value,CES0500000003_realtime_start,CES0500000003_value,CPIAUCSL_realtime_start,CPIAUCSL_value,BOPGSTB_realtime_start,BOPGSTB_value,INDPRO_realtime_start,INDPRO_value,JTSJOL_realtime_start,JTSJOL_value
2017-04-08,,,,,2017-04-13,234000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-15,,,,,2017-04-20,244000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-22,,,,,2017-04-27,257000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-29,,,,,2017-05-04,238000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-01,2017-06-02,146135.0,2017-06-02,4.3,,,2017-06-14,251.329,2017-06-13,112.8,,,2017-06-14,473808.0,2017-06-26,228180.0,2017-06-23,610.0,2017-05-26,97.1,2017-06-02,26.22,2017-06-14,243.846,2017-07-06,-46507.0,2017-06-15,105.0284,2017-07-11,5666.0
2017-05-06,,,,,2017-05-11,236000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-13,,,,,2017-05-18,232000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-20,,,,,2017-05-25,234000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-27,,,,,2017-06-01,248000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-01,2017-07-07,146404.0,2017-07-07,4.4,,,2017-07-14,251.627,2017-07-13,113.0,,,2017-07-14,473513.0,2017-07-27,245568.0,2017-07-26,610.0,2017-06-30,95.1,2017-07-07,26.25,2017-07-14,243.79,2017-08-04,-43642.0,2017-07-14,105.16,2017-08-08,6163.0
2017-06-03,,,,,2017-06-08,245000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-10,,,,,2017-06-15,237000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-17,,,,,2017-06-22,241000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-24,,,,,2017-06-29,244000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-01,2017-08-04,146615.0,2017-08-04,4.3,2017-07-06,248000.0,2017-08-11,251.914,2017-08-10,112.9,2017-10-27,3.0,2017-08-15,478873.0,2017-08-25,229161.0,2017-08-23,571.0,2017-07-28,93.4,2017-08-04,26.36,2017-08-11,244.048,2017-09-06,-43689.0,2017-08-17,105.4757,2017-09-12,6170.0
2017-07-08,,,,,2017-07-13,247000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-15,,,,,2017-07-20,233000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-22,,,,,2017-07-27,244000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-29,,,,,2017-08-03,240000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-01,2017-09-01,146730.0,2017-09-01,4.4,,,2017-09-14,252.54,2017-09-13,113.1,,,2017-09-15,474841.0,2017-09-27,232798.0,2017-09-26,560.0,2017-09-01,96.8,2017-09-01,26.39,2017-09-14,245.03,2017-10-05,-42395.0,2017-09-15,104.739,2017-10-11,6082.0
2017-08-05,,,,,2017-08-10,244000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-12,,,,,2017-08-17,232000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-19,,,,,2017-08-24,234000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-26,,,,,2017-08-31,236000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-01,2017-10-06,146659.0,2017-10-06,4.2,,,2017-10-13,252.86,2017-10-12,113.5,,,2017-10-13,483895.0,2017-10-25,238695.0,2017-10-25,667.0,2017-09-29,95.1,2017-10-06,26.55,2017-10-13,246.373,2017-11-03,-43495.0,2017-10-17,104.6367,2017-11-07,6093.0
2017-09-02,,,,,2017-09-07,298000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-09,,,,,2017-09-14,284000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-16,,,,,2017-09-21,259000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-23,,,,,2017-09-28,272000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,,,,,2017-10-05,260000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-01,2017-11-03,147010.0,2017-11-03,4.1,,,2017-11-15,253.428,2017-11-14,114.1,2018-01-26,2.6,2017-11-15,486553.0,2017-11-22,236006.0,2017-11-27,685.0,2017-10-27,100.7,2017-11-03,26.53,2017-11-15,246.639,2017-12-05,-48731.0,2017-11-16,106.1469,2017-12-11,5996.0
2017-10-07,,,,,2017-10-12,243000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-14,,,,,2017-10-19,222000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-21,,,,,2017-10-26,233000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-28,,,,,2017-11-02,229000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,2017-12-08,147241.0,2017-12-08,4.1,,,2017-12-13,253.724,2017-12-12,114.2,,,2017-12-14,492717.0,2017-12-22,241358.0,2017-12-22,733.0,2017-11-22,98.5,2017-12-08,26.55,2017-12-13,247.592,2018-01-05,-50497.0,2017-12-15,106.3969,2018-01-09,5879.0
2017-11-04,,,,,2017-11-09,239000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-11,,,,,2017-11-16,249000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-18,,,,,2017-11-22,239000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-25,,,,,2017-11-30,238000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-01,2018-01-05,147380.0,2018-01-05,4.1,,,2018-01-12,254.426,2018-01-11,113.9,,,2018-01-12,495381.0,2018-01-26,249448.0,2018-01-25,625.0,2017-12-22,95.9,2018-01-05,26.63,2018-01-12,247.963,2018-02-06,-53118.0,2018-01-17,107.4637,2018-02-06,5811.0
2017-12-02,,,,,2017-12-07,236000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-09,,,,,2017-12-14,225000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-16,,,,,2017-12-21,245000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-23,,,,,2017-12-28,245000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-30,,,,,2018-01-04,250000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-01,2018-02-02,147810.0,2018-02-02,4.1,,,2018-02-14,255.287,2018-02-15,114.6,2018-04-27,2.3,2018-02-14,492003.0,2018-02-27,239724.0,2018-02-26,593.0,2018-01-26,95.7,2018-02-02,26.74,2018-02-14,249.245,2018-03-07,-56601.0,2018-02-15,107.2433,2018-03-16,6312.0
2018-01-06,,,,,2018-01-11,261000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-13,,,,,2018-01-18,220000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-20,,,,,2018-01-25,233000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-27,,,,,2018-02-01,230000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-01,2018-03-09,148177.0,2018-03-09,4.1,,,2018-03-13,255.751,2018-03-14,114.9,,,2018-03-14,492008.0,2018-03-23,247718.0,2018-03-23,618.0,2018-03-02,99.7,2018-03-09,26.75,2018-03-13,249.619,2018-04-05,-57591.0,2018-03-16,108.2189,2018-04-13,6052.0
2018-02-03,,,,,2018-02-08,221000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-10,,,,,2018-02-15,230000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-17,,,,,2018-02-22,222000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-24,,,,,2018-03-01,210000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-01,2018-04-06,148230.0,2018-04-06,4.1,,,2018-04-11,256.2,2018-04-10,115.5,,,2018-04-16,494555.0,2018-04-26,254947.0,2018-04-24,694.0,2018-04-27,101.4,2018-04-06,26.82,2018-04-11,249.462,2018-05-03,-48956.0,2018-04-17,107.1665,2018-05-08,6550.0
2018-03-03,,,,,2018-03-08,231000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-10,,,,,2018-03-15,226000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-17,,,,,2018-03-29,227000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-24,,,,,2018-03-29,215000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,,,,,2018-04-05,242000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-01,2018-05-04,148424.0,2018-05-04,3.9,,,2018-05-10,256.45,2018-05-09,115.6,2018-07-27,4.1,2018-05-15,497559.0,2018-05-25,248496.0,2018-05-23,662.0,2018-04-27,98.8,2018-05-04,26.84,2018-05-10,250.013,2018-06-06,-46199.0,2018-05-16,107.3051,2018-06-05,6698.0
2018-04-07,,,,,2018-04-12,233000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-14,,,,,2018-04-19,232000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-21,,,,,2018-04-26,209000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-28,,,,,2018-05-03,211000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-01,2018-06-01,148662.0,2018-06-01,3.8,,,2018-06-12,256.889,2018-06-13,116.2,,,2018-06-14,501971.0,2018-06-27,248755.0,2018-06-25,689.0,2018-05-25,98.0,2018-06-01,26.92,2018-06-12,250.535,2018-07-06,-43053.0,2018-06-15,107.3006,2018-07-10,6638.0
2018-05-05,,,,,2018-05-10,211000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-12,,,,,2018-05-17,222000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-19,,,,,2018-05-24,234000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-26,,,,,2018-05-31,221000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-01,2018-07-06,148912.0,2018-07-06,4.0,,,2018-07-12,257.305,2018-07-11,116.7,,,2018-07-16,506787.0,2018-07-26,251884.0,2018-07-25,631.0,2018-06-29,98.2,2018-07-06,26.98,2018-07-12,250.857,2018-08-03,-46348.0,2018-07-17,107.714,2018-08-07,6662.0
2018-06-02,,,,,2018-06-07,222000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-09,,,,,2018-06-14,218000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-16,,,,,2018-06-21,218000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-23,,,,,2018-06-28,227000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,,,,,2018-07-05,231000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-01,2018-08-03,149128.0,2018-08-03,3.9,,,2018-08-10,257.93,2018-08-09,116.7,2018-10-26,3.5,2018-08-15,507533.0,2018-08-24,246852.0,2018-08-23,627.0,2018-07-27,97.9,2018-08-03,27.05,2018-08-10,251.286,2018-09-05,-50082.0,2018-08-15,107.9989,2018-09-11,6939.0
2018-07-07,,,,,2018-07-12,214000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-14,,,,,2018-07-19,207000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-21,,,,,2018-07-26,217000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-28,,,,,2018-08-02,218000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-01,2018-09-07,149279.0,2018-09-07,3.9,,,2018-09-13,258.141,2018-09-12,116.4,,,2018-09-14,509025.0,2018-09-27,259592.0,2018-09-26,629.0,2018-08-31,96.2,2018-09-07,27.16,2018-09-13,251.846,2018-10-05,-53237.0,2018-09-14,108.2317,2018-10-16,7136.0
2018-08-04,,,,,2018-08-09,213000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-11,,,,,2018-08-16,212000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-18,,,,,2018-08-23,210000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-25,,,,,2018-08-30,213000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-01,2018-10-05,149500.0,2018-10-05,3.7,2018-09-06,203000.0,2018-10-11,258.441,2018-10-10,116.5,,,2018-10-15,509041.0,2018-10-25,262098.0,2018-10-24,553.0,2018-09-28,100.1,2018-10-05,27.24,2018-10-11,251.994,2018-11-02,-54019.0,2018-10-16,108.4822,2018-11-06,7009.0
2018-09-08,,,,,2018-09-13,204000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-15,,,,,2018-09-20,201000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-22,,,,,2018-09-27,214000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-29,,,,,2018-10-04,207000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-01,2018-11-02,149750.0,2018-11-02,3.7,,,2018-11-14,258.939,2018-11-09,117.4,2019-02-28,2.6,2018-11-15,511488.0,2018-11-21,248520.0,2018-11-28,544.0,2018-10-26,98.6,2018-11-02,27.3,2018-11-14,252.827,2018-12-06,-55488.0,2018-11-16,109.0654,2018-12-10,7079.0
2018-10-06,,,,,2018-10-11,214000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-13,,,,,2018-10-18,210000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-20,,,,,2018-10-25,215000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-27,,,,,2018-11-01,214000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-01,2018-12-07,149893.0,2018-12-07,3.7,,,2018-12-12,259.481,2018-12-11,117.0,,,2018-12-14,513531.0,2018-12-21,250827.0,2019-01-31,657.0,2018-11-21,97.5,2018-12-07,27.35,2018-12-12,252.876,2019-02-06,-49313.0,2018-12-14,109.3931,2019-01-08,6888.0
2018-11-03,,,,,2018-11-08,214000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-10,,,,,2018-11-15,216000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-17,,,,,2018-11-21,224000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-24,,,,,2018-11-29,234000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-01,2019-01-04,150263.0,2019-01-04,3.9,2018-12-06,231000.0,2019-01-11,260.027,2019-01-15,116.7,,,2019-02-14,505826.0,2019-02-21,254445.0,2019-03-05,621.0,2018-12-21,98.3,2019-01-04,27.48,2019-01-11,252.733,2019-03-06,-59769.0,2019-01-18,109.9487,2019-02-12,7335.0
2018-12-08,,,,,2018-12-13,206000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-15,,,,,2018-12-20,214000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-22,,,,,2018-12-27,216000.0,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-29,,,,,2019-01-03,231000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-01,2019-02-01,150574.0,2019-02-01,4.0,,,2019-02-13,260.701,2019-02-14,116.8,2019-04-26,3.2,2019-03-11,504440.0,2019-03-13,255273.0,2019-03-14,607.0,2019-02-01,91.2,2019-02-01,27.56,2019-02-13,252.673,2019-03-27,-51149.0,2019-02-15,109.4447,2019-03-15,7581.0
2019-01-05,,,,,2019-01-10,216000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-12,,,,,2019-01-17,213000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-19,,,,,2019-01-24,199000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-26,,,,,2019-01-31,253000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-01,2019-03-08,150606.0,2019-03-08,3.8,,,2019-03-12,260.989,2019-03-13,117.1,,,2019-04-01,505969.0,2019-04-02,250577.0,2019-03-29,667.0,2019-03-01,93.8,2019-03-08,27.66,2019-03-12,253.113,2019-04-17,-49382.0,2019-03-15,109.6678,2019-04-09,7087.0
2019-02-02,,,,,2019-02-07,234000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-09,,,,,2019-02-14,239000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-16,,,,,2019-02-21,216000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-23,,,,,2019-02-28,225000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-01,2019-04-05,150816.0,2019-04-05,3.8,,,2019-04-10,261.374,2019-04-11,117.9,,,2019-04-18,514062.0,2019-04-25,258524.0,2019-04-23,692.0,2019-03-29,98.4,2019-04-05,27.7,2019-04-10,254.148,2019-05-09,-50002.0,2019-04-16,110.2214,2019-05-07,7488.0
2019-03-02,,,,,2019-03-07,223000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-09,,,,,2019-03-14,229000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-16,,,,,2019-03-21,221000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-23,,,,,2019-03-28,211000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-30,,,,,2019-04-04,202000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-01,2019-05-03,151095.0,2019-05-03,3.6,,,2019-05-10,261.735,2019-05-09,118.2,2019-07-26,2.1,2019-05-15,513356.0,2019-05-24,248395.0,2019-05-23,673.0,2019-04-26,97.2,2019-05-03,27.77,2019-05-10,254.958,2019-06-06,-50791.0,2019-05-15,109.1818,2019-06-10,7449.0
2019-04-06,,,,,2019-04-11,196000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-13,,,,,2019-04-18,192000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-20,,,,,2019-04-25,230000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-27,,,,,2019-05-02,230000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-01,2019-06-07,151095.0,2019-06-07,3.6,,,2019-06-12,262.032,2019-06-11,118.3,,,2019-06-14,519020.0,2019-06-26,243367.0,2019-06-25,626.0,2019-05-31,100.0,2019-06-07,27.83,2019-06-12,255.155,2019-07-03,-55520.0,2019-06-14,109.5645,2019-07-09,7323.0
2019-05-04,,,,,2019-05-09,228000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-11,,,,,2019-05-16,212000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-18,,,,,2019-05-23,211000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-25,,,,,2019-05-30,215000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-01,2019-07-05,151308.0,2019-07-05,3.7,2019-06-06,218000.0,2019-07-11,262.803,2019-07-12,118.6,,,2019-07-16,519885.0,2019-07-25,245958.0,2019-07-24,646.0,2019-06-28,98.2,2019-07-05,27.9,2019-07-11,255.305,2019-08-02,-55154.0,2019-07-16,109.5965,2019-08-06,7348.0
2019-06-08,,,,,2019-06-13,222000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-15,,,,,2019-06-20,216000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-22,,,,,2019-06-27,227000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-29,,,,,2019-07-03,221000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-01,2019-08-02,151431.0,2019-08-02,3.7,,,2019-08-13,263.569,2019-08-09,118.8,2019-10-30,1.9,2019-08-15,523514.0,2019-08-26,250380.0,2019-08-23,635.0,2019-08-02,98.4,2019-08-02,27.98,2019-08-13,256.161,2019-09-04,-53989.0,2019-08-15,109.1756,2019-09-10,7217.0
2019-07-06,,,,,2019-07-11,209000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-13,,,,,2019-07-18,216000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-20,,,,,2019-07-25,206000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-27,,,,,2019-08-01,215000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-01,2019-09-06,151541.0,2019-09-06,3.7,,,2019-09-12,264.245,2019-09-11,118.7,,,2019-09-13,526057.0,2019-09-27,250670.0,2019-09-25,713.0,2019-08-30,89.8,2019-09-06,28.11,2019-09-12,256.3,2019-10-04,-54896.0,2019-09-17,109.9206,2019-10-09,7051.0
2019-08-03,,,,,2019-08-08,209000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-10,,,,,2019-08-15,220000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-17,,,,,2019-08-22,209000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-24,,,,,2019-08-29,215000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-31,,,,,2019-09-05,217000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-01,2019-10-04,151722.0,2019-10-04,3.5,,,2019-10-10,264.595,2019-10-08,118.2,,,2019-10-16,525560.0,2019-10-24,248164.0,2019-10-24,701.0,2019-09-27,93.2,2019-10-04,28.09,2019-10-10,256.358,2019-11-05,-52450.0,2019-10-17,109.5174,2019-11-05,7024.0
2019-09-07,,,,,2019-09-12,204000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-14,,,,,2019-09-19,208000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-21,,,,,2019-09-26,213000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-28,,,,,2019-10-03,219000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-01,2019-11-01,151945.0,2019-11-01,3.6,,,2019-11-13,265.011,2019-11-14,118.9,2020-01-30,2.1,2019-11-15,526540.0,2019-11-27,248746.0,2019-11-26,733.0,2019-10-25,95.5,2019-11-01,28.18,2019-11-13,257.271,2019-12-05,-47199.0,2019-11-15,108.6714,2019-12-17,7267.0
2019-10-05,,,,,2019-10-10,210000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-12,,,,,2019-10-17,214000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-19,,,,,2019-10-24,212000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-26,,,,,2019-10-31,218000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-01,2019-12-06,152252.0,2019-12-06,3.5,,,2019-12-11,265.62,2019-12-12,118.4,,,2019-12-13,527994.0,2019-12-23,242625.0,2019-12-23,719.0,2019-11-22,96.8,2019-12-06,28.29,2019-12-11,257.936,2020-01-07,-43086.0,2019-12-17,109.677,2020-01-17,6800.0
2019-11-02,,,,,2019-11-07,211000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-09,,,,,2019-11-14,225000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-16,,,,,2019-11-21,227000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-23,,,,,2019-11-27,213000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-30,,,,,2019-12-05,203000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-01,2020-01-10,152383.0,2020-01-10,3.5,,,2020-01-14,265.921,2020-01-15,118.3,,,2020-01-16,529606.0,2020-01-28,245484.0,2020-01-27,694.0,2019-12-20,99.3,2020-01-10,28.32,2020-01-14,258.501,2020-02-05,-48880.0,2020-01-17,109.433,2020-02-11,6423.0
2019-12-07,,,,,2019-12-12,252000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-14,,,,,2019-12-19,234000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-21,,,,,2019-12-26,222000.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-28,,,,,2020-01-02,222000.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-01,2020-02-07,152186.0,2020-02-07,3.6,,,2020-02-13,266.476,2020-02-19,119.1,2020-04-29,-4.8,2020-02-14,529766.0,2020-02-27,246199.0,2020-02-26,764.0,2020-01-31,99.8,2020-02-07,28.44,2020-02-13,258.82,2020-03-06,-45338.0,2020-02-14,109.2026,2020-03-17,6963.0
2020-01-04,,,,,2020-01-09,214000.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-11,,,,,2020-01-16,204000.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-18,,,,,2020-01-23,211000.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-25,,,,,2020-01-30,216000.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-01,2020-03-06,152544.0,2020-03-06,3.5,2020-02-06,202000.0,2020-03-11,267.07,2020-03-12,118.6,,,2020-03-17,528113.0,2020-03-25,249409.0,2020-03-24,765.0,2020-02-28,101.0,2020-03-06,28.52,2020-03-11,259.05,2020-04-02,-39932.0,2020-03-17,109.6035,2020-04-07,6882.0
2020-02-08,,,,,2020-02-13,205000.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-15,,,,,2020-02-20,210000.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-22,,,,,2020-02-27,219000.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-29,,,,,2020-03-05,216000.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-01,2020-04-03,151786.0,2020-04-03,4.4,,,2020-04-10,266.795,2020-04-09,118.5,,,2020-04-15,483066.0,2020-04-24,213184.0,2020-04-23,627.0,2020-03-27,89.1,2020-04-03,28.62,2020-04-10,257.953,2020-06-04,-42340.0,2020-04-15,103.6635,2020-05-15,6191.0
2020-03-07,,,,,2020-03-12,211000.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-14,,,,,2020-03-19,281000.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-21,,,,,2020-03-26,3283000.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-28,,,,,2020-04-02,6648000.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-01,2020-05-08,131072.0,2020-05-08,14.7,,,2020-05-12,265.601,2020-05-13,117.1,2020-07-30,-32.9,2020-05-15,403946.0,2020-05-28,169966.0,2020-05-26,623.0,2020-04-24,71.8,2020-05-08,30.01,2020-05-12,255.902,2020-06-04,-49408.0,2020-05-15,92.5919,2020-06-09,5046.0
2020-04-04,,,,,2020-04-09,6606000.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-11,,,,,2020-04-16,5245000.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-18,,,,,2020-04-23,4427000.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-25,,,,,2020-04-30,3839000.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-01,2020-06-05,132912.0,2020-06-05,13.3,,,2020-06-10,265.441,2020-06-11,117.6,,,2020-06-16,485545.0,2020-06-25,194419.0,2020-06-23,676.0,2020-05-29,72.3,2020-06-05,29.75,2020-06-10,255.768,2020-07-02,-54601.0,2020-06-16,92.5503,2020-07-07,5397.0
2020-05-02,,,,,2020-05-07,3169000.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-09,,,,,2020-05-14,2981000.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-16,,,,,2020-05-21,2438000.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-23,,,,,2020-05-28,2123000.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-30,,,,,2020-06-04,1877000.0,,,,,,,,,,,,,,,,,,,,,,,,
