,mean_abs_shap
vix_main_effect,6.723623216931503e-05
surp_nfp,0.0
surp_unemp,0.0
surp_corecpi,0.0
surp_gdp,0.0
surp_retsailes,0.0
surp_ism_pmi,0.0
surp_dgorders,0.0
surp_newhomesales,0.0
surp_consconfid,0.0
surp_avghourlyearnmings,0.0
surp_cpi,0.0
surp_tradebal,0.0
surp_indprod,0.0
surp_fedratedec,0.0
VIXCLS,6.723623216931514e-05
