,mean_abs_shap
vix_main_effect,5.7890157908261414e-05
surp_nfp,0.0
surp_unemp,0.0
surp_corecpi,0.0
surp_gdp,0.0
surp_retsailes,0.0
surp_ism_pmi,0.0
surp_dgorders,0.0
surp_newhomesales,0.0
surp_consconfid,1.4354762106045746e-07
surp_avghourlyearnmings,0.0
surp_cpi,0.0
surp_tradebal,0.0
surp_indprod,0.0
surp_fedratedec,0.0
VIXCLS,5.789015790826151e-05
