,mean_abs_shap
vix_main_effect,0.0005655247991032827
surp_nfp,0.0
surp_unemp,0.0
surp_corecpi,0.0
surp_gdp,0.0
surp_retsailes,0.0
surp_ism_pmi,0.0
surp_dgorders,0.0
surp_newhomesales,0.0
surp_consconfid,4.575954346056709e-07
surp_avghourlyearnmings,0.0
surp_cpi,0.0
surp_tradebal,0.0
surp_indprod,0.0
surp_fedratedec,0.0
VIXCLS,0.0005655247991032792
