,mean_abs_shap
vix_main_effect,0.0031331160146058547
surp_nfp,2.046237859143622e-06
surp_unemp,0.0
surp_corecpi,0.0
surp_gdp,0.0
surp_retsailes,0.0
surp_ism_pmi,0.0
surp_dgorders,0.0
surp_newhomesales,0.0
surp_consconfid,1.8891305650750002e-06
surp_avghourlyearnmings,0.0
surp_cpi,0.0
surp_tradebal,3.943919575373555e-06
surp_indprod,3.260899839754682e-06
surp_fedratedec,0.0
VIXCLS,0.0031331160146058443
